Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
937 kg (117.13 kg),27 ans,26 ans,197 cm,England : 53% (8/15) South Africa : 13% (2/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),Exeter,916 kg (114.50 kg),26 ans,26 ans,199 cm,South Africa : 47% (7/15) England : 33% (5/15) Scotland : 7% (1/15) Canada : 7% (1/15) Ireland : 7% (1/15),South Africa : 39% (9/23) England : 39% (9/23) Scotland : 9% (2/23) Canada : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Sale," Date :  Sunday, March 6, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,19_37_4,2,51_78,0,,0,,2,5_38,1,53,19 - 12
943 kg (117.88 kg),27 ans,25 ans,200 cm,England : 67% (10/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Wales : 7% (1/15),England : 70% (16/23) Scotland : 9% (2/23) Wales : 9% (2/23) Ireland : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),Worcester,934 kg (116.75 kg),28 ans,25 ans,197 cm,England : 47% (7/15) South Africa : 20% (3/15) Australia : 7% (1/15) Zimbabwe : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Australia : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Namibia : 4% (1/23),Exeter," Date :  Saturday, March 12, 2022 Kick Off : 15:30 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,15_33_67_45,5,61_75_25_30_70,0,,0,,5,15_34_45_64_68,3,26_30_71,35 - 31
935 kg (116.88 kg),25 ans,29 ans,201 cm,England : 40% (6/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15),England : 48% (11/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Zimbabwe : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),Leicester,934 kg (116.75 kg),30 ans,26 ans,204 cm,England : 27% (4/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Australia : 13% (2/15) Ireland : 13% (2/15) Wales : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),England : 26% (6/23) Argentina : 17% (4/23) Australia : 17% (4/23) Ireland : 13% (3/23) South Africa : 9% (2/23) Wales : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23),London Irish," Date :  Saturday, March 12, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,52_7_55_18_30,3,1_40_74,0,,3,27_34_42,5,8_31_52_57_71,2,2_74,47 - 28
930 kg (116.25 kg),26 ans,25 ans,208 cm,South Africa : 47% (7/15) England : 33% (5/15) Scotland : 7% (1/15) Canada : 7% (1/15) Ireland : 7% (1/15),England : 48% (11/23) South Africa : 30% (7/23) Scotland : 9% (2/23) Canada : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Sale,910 kg (113.75 kg),29 ans,25 ans,198 cm,England : 60% (9/15) Argentina : 20% (3/15) Australia : 13% (2/15) South Africa : 7% (1/15),England : 61% (14/23) Argentina : 13% (3/23) Australia : 9% (2/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Saturday, March 12, 2022 Kick Off : 16:00 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,43_37_3_24,4,16_29_59_67,0,,0,,3,26_39_45,2,17_68,26 - 24
921 kg (115.13 kg),27 ans,27 ans,204 cm,England : 73% (11/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),England : 74% (17/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Samoa : 4% (1/23),Newcastle,914 kg (114.25 kg),29 ans,26 ans,198 cm,England : 53% (8/15) Scotland : 13% (2/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 52% (12/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Wales : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),Saracens," Date :  Saturday, March 12, 2022 Kick Off : 16:00 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,4_52,4,14_77_72_43,3,18_22_27,1,33,1,5,3,15_44_79,21 - 36
936 kg (117.00 kg),28 ans,26 ans,207 cm,England : 60% (9/15) South Africa : 20% (3/15) Fiji : 13% (2/15) New Zealand : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Fiji : 9% (2/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23),Northampton,953 kg (119.13 kg),26 ans,28 ans,198 cm,England : 87% (13/15) New Zealand : 13% (2/15),England : 70% (16/23) New Zealand : 13% (3/23) Scotland : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Jersey : 4% (1/23),Wasps," Date :  Sunday, March 13, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,47_12_26_72,3,4_62_74,1,68,1,10,2,27_47,2,75_5,27 - 22
935 kg (116.88 kg),29 ans,28 ans,201 cm,England : 53% (8/15) Samoa : 13% (2/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) Wales : 7% (1/15) France : 7% (1/15) Fiji : 7% (1/15),England : 52% (12/23) New Zealand : 13% (3/23) Samoa : 9% (2/23) Ireland : 4% (1/23) Wales : 4% (1/23) France : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23),Bristol,920 kg (115.00 kg),27 ans,26 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Argentina : 4% (1/23) Australia : 4% (1/23),Harlequins," Date :  Sunday, March 13, 2022 Kick Off : 16:00 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,48_20_8_11,6,65_30_17_2_3_72,1,53,0,,3,9_21_48,4,3_4_31_73,29 - 38
924 kg (115.50 kg),26 ans,27 ans,201 cm,England : 80% (12/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 78% (18/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23),Bath,925 kg (115.63 kg),26 ans,25 ans,206 cm,South Africa : 53% (8/15) England : 33% (5/15) Scotland : 7% (1/15) Canada : 7% (1/15),South Africa : 43% (10/23) England : 39% (9/23) Scotland : 9% (2/23) Canada : 4% (1/23) Wales : 4% (1/23),Sale," Date :  Saturday, March 26, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,20_25_38,4,64_51_57_8,1,76,0,,3,20_26_39,2,65_9,24 - 24
954 kg (119.25 kg),27 ans,27 ans,198 cm,England : 73% (11/15) New Zealand : 13% (2/15) Scotland : 7% (1/15) Tonga : 7% (1/15),England : 78% (18/23) New Zealand : 9% (2/23) Tonga : 9% (2/23) Scotland : 4% (1/23),Wasps,938 kg (117.25 kg),28 ans,27 ans,204 cm,England : 67% (10/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23),Newcastle," Date :  Saturday, March 26, 2022 Kick Off : 16:00 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,41_22_64,3,20_34_60,2,51_76,1,13,3,23_42_65,3,20_35_61,27 - 24
920 kg (115.00 kg),29 ans,25 ans,204 cm,England : 33% (5/15) Argentina : 20% (3/15) Australia : 20% (3/15) Ireland : 13% (2/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 43% (10/23) Argentina : 17% (4/23) Australia : 13% (3/23) Ireland : 9% (2/23) Wales : 9% (2/23) South Africa : 4% (1/23) Scotland : 4% (1/23),London Irish,937 kg (117.13 kg),29 ans,26 ans,202 cm,England : 60% (9/15) South Africa : 20% (3/15) Fiji : 13% (2/15) Wales : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23),Northampton," Date :  Saturday, March 26, 2022 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,73_79_4,5,48_22_61_25_51,1,9,0,,2,74_79,5,23_26_48_52_62,22 - 42
928 kg (116.00 kg),29 ans,28 ans,201 cm,England : 80% (12/15) South Africa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Wales : 9% (2/23) Scotland : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23),Saracens,909 kg (113.63 kg),29 ans,28 ans,201 cm,England : 73% (11/15) New Zealand : 7% (1/15) Wales : 7% (1/15) Samoa : 7% (1/15) France : 7% (1/15),England : 61% (14/23) New Zealand : 13% (3/23) Wales : 9% (2/23) Samoa : 4% (1/23) France : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Bristol," Date :  Saturday, March 26, 2022 Kick Off : 16:00 Venue : Tottenham Hotspur Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,39_9_44,3,36_3_22,2,26_31,2,34_63,3,11_40_45,1,3,27 - 23
940 kg (117.50 kg),27 ans,26 ans,198 cm,England : 67% (10/15) Australia : 7% (1/15) Scotland : 7% (1/15) Zimbabwe : 7% (1/15) South Africa : 7% (1/15) Ireland : 7% (1/15),England : 65% (15/23) Argentina : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Namibia : 4% (1/23),Exeter,950 kg (118.75 kg),26 ans,27 ans,201 cm,England : 60% (9/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Wales : 4% (1/23),Leicester," Date :  Sunday, March 27, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,54_71,3,6_45_30,1,75,1,63,2,55_71,2,31_46,17 - 22
923 kg (115.38 kg),26 ans,26 ans,206 cm,South Africa : 53% (8/15) England : 33% (5/15) Scotland : 7% (1/15) Canada : 7% (1/15),South Africa : 43% (10/23) England : 39% (9/23) Scotland : 4% (1/23) Canada : 4% (1/23) Wales : 4% (1/23) Samoa : 4% (1/23),Sale,944 kg (118.00 kg),28 ans,28 ans,201 cm,England : 60% (9/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 61% (14/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23),Saracens," Date :  Friday, April 1, 2022 Kick Off : 20:45 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,2,36_70,4,9_20_63_80,2,43_55,0,,1,72,12 - 18
947 kg (118.38 kg),28 ans,26 ans,198 cm,England : 40% (6/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Australia : 7% (1/15) Namibia : 7% (1/15) Zimbabwe : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Australia : 4% (1/23) Namibia : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Argentina : 4% (1/23),Exeter,932 kg (116.50 kg),27 ans,26 ans,201 cm,England : 80% (12/15) Fiji : 13% (2/15) Russia : 7% (1/15),England : 78% (18/23) Fiji : 9% (2/23) Russia : 4% (1/23) Scotland : 4% (1/23) Zimbabwe : 4% (1/23),Bath," Date :  Saturday, April 2, 2022 Kick Off : 16:00 Venue : Sandy Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,40_37_13_71_64_75,3,19_11_31,0,,1,26,6,15_64_72_76_38_42,2,12_32,42 - 22
908 kg (113.50 kg),28 ans,28 ans,198 cm,England : 47% (7/15) Argentina : 13% (2/15) Australia : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 52% (12/23) Argentina : 13% (3/23) Australia : 9% (2/23) Scotland : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23) Russia : 4% (1/23),Gloucester,958 kg (119.75 kg),27 ans,27 ans,198 cm,England : 80% (12/15) New Zealand : 13% (2/15) Tonga : 7% (1/15),England : 83% (19/23) New Zealand : 9% (2/23) Tonga : 9% (2/23),Wasps," Date :  Saturday, April 2, 2022 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,53,3,51_65_44,3,14_36_58,1,79,0,,3,45_52_67,21 - 27
942 kg (117.75 kg),28 ans,25 ans,200 cm,England : 60% (9/15) South Africa : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15) Tonga : 7% (1/15) Wales : 7% (1/15),England : 65% (15/23) Scotland : 13% (3/23) South Africa : 9% (2/23) Ireland : 4% (1/23) Tonga : 4% (1/23) Wales : 4% (1/23),Worcester,930 kg (116.25 kg),28 ans,26 ans,204 cm,England : 67% (10/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) Italy : 4% (1/23),Newcastle," Date :  Saturday, April 2, 2022 Kick Off : 16:00 Venue : Sixways Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",1,69,6,4_65_51_31_40_78,0,,1,43,0,,6,5_32_42_52_66_80,10 - 45
937 kg (117.13 kg),29 ans,26 ans,202 cm,England : 67% (10/15) Fiji : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 70% (16/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Wales : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23),Northampton,907 kg (113.38 kg),30 ans,27 ans,201 cm,England : 40% (6/15) New Zealand : 27% (4/15) Fiji : 13% (2/15) Wales : 7% (1/15) Samoa : 7% (1/15) France : 7% (1/15),England : 48% (11/23) New Zealand : 17% (4/23) Fiji : 9% (2/23) Wales : 4% (1/23) Samoa : 4% (1/23) France : 4% (1/23) Scotland : 4% (1/23) Spain : 4% (1/23) Australia : 4% (1/23),Bristol," Date :  Saturday, April 2, 2022 Kick Off : 16:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",5,34_24_60_27_54,4,37_31_71_6,2,13_51,0,,4,25_27_35_55,1,38,39 - 22
921 kg (115.13 kg),28 ans,25 ans,204 cm,England : 27% (4/15) Argentina : 20% (3/15) Australia : 20% (3/15) Wales : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 43% (10/23) Argentina : 17% (4/23) Australia : 13% (3/23) South Africa : 9% (2/23) Wales : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23),London Irish,921 kg (115.13 kg),27 ans,26 ans,200 cm,England : 87% (13/15) South Africa : 7% (1/15) Scotland : 7% (1/15),England : 74% (17/23) South Africa : 13% (3/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Harlequins," Date :  Sunday, April 3, 2022 Kick Off : 16:00 Venue : Brentford Community Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,13_73,7,17_39_45_66_31_36_77,0,,0,,2,14_73,3,18_46_67,14 - 41
914 kg (114.25 kg),29 ans,26 ans,201 cm,England : 47% (7/15) New Zealand : 13% (2/15) Samoa : 13% (2/15) Wales : 13% (2/15) France : 7% (1/15) Australia : 7% (1/15),England : 52% (12/23) Wales : 13% (3/23) New Zealand : 9% (2/23) Samoa : 9% (2/23) France : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) Spain : 4% (1/23),Bristol,911 kg (113.88 kg),29 ans,27 ans,198 cm,England : 47% (7/15) Argentina : 20% (3/15) Georgia : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) Australia : 9% (2/23) Scotland : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Gloucester," Date :  Friday, April 22, 2022 Kick Off : 20:45 Venue : Ashton Gate Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,2_6_67_78,4,14_27_23_73,1,10,0,,3,3_7_68,4,15_24_28_74,29 - 28
914 kg (114.25 kg),28 ans,26 ans,198 cm,England : 67% (10/15) Fiji : 13% (2/15) Ireland : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),England : 70% (16/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Ireland : 4% (1/23) Argentina : 4% (1/23) Scotland : 4% (1/23),Newcastle,940 kg (117.50 kg),29 ans,26 ans,207 cm,England : 33% (5/15) Australia : 20% (3/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15) New Zealand : 7% (1/15) Scotland : 7% (1/15),England : 43% (10/23) Australia : 13% (3/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Ireland : 9% (2/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Tonga : 4% (1/23),London Irish," Date :  Friday, April 22, 2022 Kick Off : 20:45 Venue : Kingston Park Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",2,18_43,6,28_23_37_61_15_72,0,,0,,2,19_44,6,16_24_29_38_61_73,14 - 42
910 kg (113.75 kg),27 ans,27 ans,198 cm,England : 73% (11/15) Russia : 7% (1/15) Zimbabwe : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Fiji : 9% (2/23) South Africa : 9% (2/23) Russia : 4% (1/23) Zimbabwe : 4% (1/23) Tonga : 4% (1/23) Scotland : 4% (1/23),Bath,929 kg (116.13 kg),28 ans,26 ans,207 cm,England : 67% (10/15) Fiji : 13% (2/15) New Zealand : 13% (2/15) South Africa : 7% (1/15),England : 70% (16/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Samoa : 4% (1/23),Northampton," Date :  Saturday, April 23, 2022 Kick Off : 16:00 Venue : Recreation Ground Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,54_56_31_22,5,44_64_16_68_80,1,41,0,,4,55_57_24_32,2,18_69,31 - 36
918 kg (114.75 kg),28 ans,26 ans,201 cm,England : 73% (11/15) South Africa : 13% (2/15) Australia : 7% (1/15) Scotland : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Australia : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23),Harlequins,949 kg (118.63 kg),27 ans,31 ans,201 cm,England : 53% (8/15) South Africa : 13% (2/15) Zimbabwe : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Scotland : 7% (1/15) Argentina : 7% (1/15),England : 61% (14/23) South Africa : 13% (3/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23),Leicester," Date :  Saturday, April 23, 2022 Kick Off : 16:00 Venue : Twickenham Stoop Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",3,3_11_74,3,27_7_57,3,34_65_80,1,72,1,3,1,7,26 - 20
956 kg (119.50 kg),27 ans,27 ans,198 cm,England : 80% (12/15) New Zealand : 13% (2/15) Tonga : 7% (1/15),England : 87% (20/23) New Zealand : 9% (2/23) Tonga : 4% (1/23),Wasps,930 kg (116.25 kg),28 ans,25 ans,200 cm,England : 60% (9/15) South Africa : 13% (2/15) Wales : 13% (2/15) Scotland : 7% (1/15) Ireland : 7% (1/15),England : 61% (14/23) Scotland : 13% (3/23) South Africa : 9% (2/23) Wales : 9% (2/23) Ireland : 4% (1/23) Tonga : 4% (1/23),Worcester," Date :  Saturday, April 23, 2022 Kick Off : 16:00 Venue : Coventry Building Society Arena Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",6,3_52_31_63_77_82,2,69_47,1,28,0,,4,4_54_65_82,1,48,41 - 12
944 kg (118.00 kg),28 ans,29 ans,201 cm,England : 53% (8/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15),England : 57% (13/23) South Africa : 9% (2/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Wales : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23),Saracens,933 kg (116.63 kg),27 ans,26 ans,198 cm,England : 53% (8/15) Scotland : 13% (2/15) South Africa : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15),England : 57% (13/23) Scotland : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Namibia : 4% (1/23) Wales : 4% (1/23) Argentina : 4% (1/23),Exeter," Date :  Sunday, April 24, 2022 Kick Off : 16:00 Venue : StoneX Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,68_45_56_13,3,27_33_77,4,9_43_51_63,1,5,3,14_46_70,2,34_78,38 - 22
928 kg (116.00 kg),26 ans,25 ans,208 cm,South Africa : 60% (9/15) England : 33% (5/15) Scotland : 7% (1/15),England : 43% (10/23) South Africa : 39% (9/23) Scotland : 9% (2/23) Canada : 4% (1/23) Wales : 4% (1/23),Sale,917 kg (114.63 kg),29 ans,27 ans,194 cm,England : 53% (8/15) South Africa : 13% (2/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) South Africa : 13% (3/23) Argentina : 9% (2/23) Ireland : 4% (1/23) Scotland : 4% (1/23) Fiji : 4% (1/23),Newcastle," Date :  Friday, April 29, 2022 Kick Off : 20:45 Venue : AJ Bell Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,17_36_41_67,4,8_32_44_80,0,,1,41,5,18_37_42_55_68,2,33_81,35 - 27
935 kg (116.88 kg),28 ans,26 ans,207 cm,England : 73% (11/15) Ireland : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),England : 83% (19/23) Ireland : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Northampton,944 kg (118.00 kg),27 ans,26 ans,201 cm,England : 60% (9/15) South Africa : 27% (4/15) Australia : 7% (1/15) Scotland : 7% (1/15),England : 61% (14/23) South Africa : 17% (4/23) Australia : 4% (1/23) Scotland : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),Harlequins," Date :  Friday, April 29, 2022 Kick Off : 20:45 Venue : cinch Stadium at Franklin's Gardens Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",4,10_4_24_35,4,44_51_6_32,2,58_76,1,16,3,5_11_36,4,7_32_45_52,32 - 31
929 kg (116.13 kg),28 ans,29 ans,197 cm,England : 67% (10/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Wales : 7% (1/15),England : 70% (16/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Wales : 4% (1/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23),Leicester,915 kg (114.38 kg),30 ans,25 ans,201 cm,England : 60% (9/15) Wales : 20% (3/15) New Zealand : 13% (2/15) Samoa : 7% (1/15),England : 61% (14/23) Wales : 17% (4/23) New Zealand : 9% (2/23) Samoa : 9% (2/23) Spain : 4% (1/23),Bristol," Date :  Saturday, April 30, 2022 Kick Off : 16:00 Venue : Mattioli Woods Welford Road Stadium Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",8,66_35_73_41_3_23_27_57,4,71_76_8_32,2,7_48,0,,5,24_28_42_57_67,3,9_72_77,56 - 26
915 kg (114.38 kg),29 ans,27 ans,198 cm,England : 60% (9/15) Argentina : 13% (2/15) Russia : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Wales : 7% (1/15),England : 57% (13/23) Argentina : 13% (3/23) Scotland : 9% (2/23) Australia : 9% (2/23) Russia : 4% (1/23) South Africa : 4% (1/23) Wales : 4% (1/23),Gloucester,906 kg (113.25 kg),28 ans,26 ans,198 cm,England : 67% (10/15) Tonga : 13% (2/15) Russia : 7% (1/15) Zimbabwe : 7% (1/15) Fiji : 7% (1/15),England : 65% (15/23) Tonga : 9% (2/23) South Africa : 9% (2/23) Russia : 4% (1/23) Zimbabwe : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23),Bath," Date :  Saturday, April 30, 2022 Kick Off : 16:00 Venue : Kingsholm Tournament : Premiership Round : pool stage  All times shown are french time,refresh to see your local time. ",10,76_58_40_48_11_28_34_40_74_65,0,,0,,0,,7,12_36_41_49_60_67_77,0,,64 - 0
