Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
964 kg (120.50 kg),29 ans,28 ans,204 cm,France : 67% (10/15) Australia : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Congo : 7% (1/15),France : 74% (17/23) Australia : 13% (3/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Congo : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,912 kg (114.00 kg),27 ans,28 ans,198 cm,France : 73% (11/15) Australia : 7% (1/15) Canada : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) Fiji : 13% (3/23) Australia : 4% (1/23) Canada : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres," Date :  Saturday, August 26, 2023 Kick Off : 17:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,40_16_53,2,76_49,2,9_32,3,14_21_61,2,17_41,2,50_77,25 - 23
915 kg (114.38 kg),27 ans,25 ans,205 cm,France : 67% (10/15) England : 13% (2/15) Australia : 13% (2/15) New Zealand : 7% (1/15),France : 65% (15/23) England : 13% (3/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Spain : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,876 kg (109.50 kg),27 ans,27 ans,202 cm,France : 67% (10/15) Portugal : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) Portugal : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Saturday, August 26, 2023 Kick Off : 17:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,6,3,80_51_21,4,20_36_44_78,0,,1,7,1,81,19 - 17
891 kg (111.38 kg),26 ans,27 ans,198 cm,France : 87% (13/15) Wales : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) Wales : 4% (1/23) Fiji : 4% (1/23) Cameroon : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,949 kg (118.63 kg),28 ans,28 ans,199 cm,France : 80% (12/15) Tonga : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15),France : 78% (18/23) Argentina : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, August 26, 2023 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,66,2,48_68,4,3_41_54_72,0,,1,67,2,49_69,19 - 14
942 kg (117.75 kg),27 ans,25 ans,203 cm,France : 73% (11/15) New Zealand : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) Fiji : 4% (1/23) United-States : 4% (1/23) England : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,935 kg (116.88 kg),26 ans,26 ans,200 cm,France : 53% (8/15) South Africa : 13% (2/15) Georgia : 7% (1/15) Scotland : 7% (1/15) England : 7% (1/15) Canada : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) England : 9% (2/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Georgia : 4% (1/23) Scotland : 4% (1/23) Canada : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Sunday, August 27, 2023 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,14_50_19_33_6_78,1,48,0,,2,22_28,4,15_20_34_79,1,49,38 - 13
904 kg (113.00 kg),28 ans,29 ans,196 cm,France : 73% (11/15) New Zealand : 13% (2/15) Ireland : 13% (2/15),France : 61% (14/23) New Zealand : 13% (3/23) Ireland : 9% (2/23) Samoa : 4% (1/23) Georgia : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax,942 kg (117.75 kg),27 ans,24 ans,203 cm,France : 73% (11/15) New Zealand : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),France : 74% (17/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) United-States : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, September 2, 2023 Kick Off : 15:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,51_84,3,20_46_39,3,30_41_55,2,11_74,1,52,3,21_40_47,21 - 27
921 kg (115.13 kg),27 ans,26 ans,200 cm,France : 53% (8/15) South Africa : 20% (3/15) Georgia : 13% (2/15) Germany : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) Georgia : 9% (2/23) Germany : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris,956 kg (119.50 kg),26 ans,25 ans,200 cm,France : 53% (8/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) England : 7% (1/15) Canada : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) England : 9% (2/23) Georgia : 4% (1/23) Canada : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Saturday, September 2, 2023 Kick Off : 17:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,31_36,0,,1,75,2,24_27,2,32_37,0,,24 - 9
895 kg (111.88 kg),26 ans,26 ans,202 cm,France : 93% (14/15) Fiji : 7% (1/15),France : 78% (18/23) New Zealand : 9% (2/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,892 kg (111.50 kg),29 ans,28 ans,202 cm,France : 73% (11/15) South Africa : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan," Date :  Saturday, September 2, 2023 Kick Off : 17:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",8,22_45_16_29_12_40_65_80,2,58_49,0,,0,,7,13_17_23_30_46_73_81,0,,59 - 10
925 kg (115.63 kg),30 ans,27 ans,200 cm,France : 67% (10/15) Fiji : 20% (3/15) Australia : 7% (1/15) Canada : 7% (1/15),France : 70% (16/23) Fiji : 13% (3/23) Canada : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,941 kg (117.63 kg),28 ans,28 ans,199 cm,France : 67% (10/15) Argentina : 13% (2/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) Argentina : 9% (2/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, September 2, 2023 Kick Off : 17:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,68_36_45_75,0,,3,12_18_22,0,,4,37_46_69_76,0,,37 - 0
908 kg (113.50 kg),30 ans,25 ans,202 cm,France : 60% (9/15) England : 13% (2/15) Australia : 13% (2/15) Tonga : 7% (1/15) New Zealand : 7% (1/15),France : 61% (14/23) England : 13% (3/23) Australia : 13% (3/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,920 kg (115.00 kg),26 ans,28 ans,197 cm,France : 80% (12/15) Ireland : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) New Zealand : 13% (3/23) Ireland : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon," Date :  Saturday, September 2, 2023 Kick Off : 17:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,66_76_21_81,1,36,4,30_52_58_63,1,27,4,22_67_77_82,1,37,40 - 10
915 kg (114.38 kg),29 ans,27 ans,204 cm,France : 53% (8/15) Australia : 20% (3/15) Argentina : 13% (2/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Australia : 13% (3/23) Argentina : 9% (2/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,917 kg (114.63 kg),26 ans,26 ans,200 cm,France : 60% (9/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Australia : 9% (2/23) Georgia : 4% (1/23) Ireland : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),La Rochelle," Date :  Saturday, September 2, 2023 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,3,1,26,2,40_70,1,50,0,,1,27,11 - 10
953 kg (119.13 kg),31 ans,28 ans,204 cm,France : 73% (11/15) Australia : 13% (2/15) Georgia : 7% (1/15) Moldova : 7% (1/15),France : 74% (17/23) Australia : 13% (3/23) Georgia : 4% (1/23) Moldova : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,926 kg (115.75 kg),28 ans,25 ans,198 cm,France : 80% (12/15) Cameroon : 7% (1/15) Wales : 7% (1/15) Fiji : 7% (1/15),France : 78% (18/23) Cameroon : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Sunday, September 3, 2023 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,55,2,72_62,5,13_23_42_67_75,1,10,1,56,2,63_73,22 - 17
932 kg (116.50 kg),29 ans,28 ans,198 cm,France : 80% (12/15) Argentina : 7% (1/15) Tonga : 7% (1/15) South Africa : 7% (1/15),France : 78% (18/23) Argentina : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne,936 kg (117.00 kg),27 ans,27 ans,200 cm,France : 53% (8/15) South Africa : 20% (3/15) Georgia : 7% (1/15) Australia : 7% (1/15) Germany : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) Georgia : 9% (2/23) Australia : 9% (2/23) Germany : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris," Date :  Sunday, October 29, 2023 Kick Off : 14:00 Venue : Stade Jean Dauger Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,38,0,,3,43_49_60,1,2,1,39,0,,16 - 3
909 kg (113.63 kg),27 ans,27 ans,197 cm,France : 60% (9/15) Georgia : 13% (2/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Ireland : 7% (1/15),France : 65% (15/23) New Zealand : 13% (3/23) Georgia : 9% (2/23) South Africa : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,909 kg (113.63 kg),28 ans,28 ans,204 cm,France : 33% (5/15) Australia : 20% (3/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Moldova : 7% (1/15) Fiji : 7% (1/15) Tonga : 7% (1/15),France : 48% (11/23) Australia : 13% (3/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Fiji : 9% (2/23) Moldova : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont," Date :  Sunday, October 29, 2023 Kick Off : 16:05 Venue : Matmut Stadium de Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,47_50_20_77,1,10,5,29_36_63_73_80,5,6_16_24_53_57,3,48_51_78,1,11,41 - 22
946 kg (118.25 kg),29 ans,26 ans,201 cm,France : 53% (8/15) England : 13% (2/15) South Africa : 13% (2/15) Tonga : 7% (1/15) United-States : 7% (1/15) New Zealand : 7% (1/15),France : 52% (12/23) England : 13% (3/23) South Africa : 9% (2/23) Tonga : 4% (1/23) United-States : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23) Canada : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier,887 kg (110.88 kg),27 ans,27 ans,202 cm,France : 93% (14/15) Fiji : 7% (1/15),France : 70% (16/23) Fiji : 9% (2/23) New Zealand : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Sunday, October 29, 2023 Kick Off : 16:05 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,82,3,30_55_24,3,11_33_41,0,,1,83,2,31_56,16 - 19
921 kg (115.13 kg),27 ans,27 ans,202 cm,France : 67% (10/15) Cameroon : 7% (1/15) Georgia : 7% (1/15) Samoa : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) Fiji : 9% (2/23) Cameroon : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) New Zealand : 4% (1/23) Wales : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,921 kg (115.13 kg),30 ans,27 ans,204 cm,France : 47% (7/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) Australia : 7% (1/15) Tonga : 7% (1/15) Portugal : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Australia : 4% (1/23) Tonga : 4% (1/23) Portugal : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Oyonnax," Date :  Sunday, October 29, 2023 Kick Off : 16:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,24_46_66,1,12,2,3_17,0,,3,25_47_67,1,13,41 - 7
