home_pack_weight_average,home_forwards_average_age,home_backs_average_age,home_tallest_player,home_differents_nationalities_for_starters,home_differents_nationalities_for_all_the_team,home_team,away_pack_weight_average,away_forwards_average_age,away_backs_average_age,away_tallest_player,away_differents_nationalities_for_starters,away_differents_nationalities_for_all_the_team,away_team,stadium,match_date,match_time_french,home_n_tries,home_n_conversions,home_n_pen_kicks,home_n_pen_tries,away_n_tries,away_n_conversions,away_n_pen_kicks,away_n_pen_tries,mins_of_home_tries,mins_of_home_conversions,mins_of_home_pen_kicks,mins_of_home_pen_tries,mins_of_away_tries,mins_of_away_conversions,mins_of_away_pen_kicks,mins_of_away_pen_tries,match_result
924 kg (115.50 kg),28 ans,27 ans,203 cm,Wales : 67% (10/15) England : 13% (2/15) New Zealand : 13% (2/15) Tonga : 7% (1/15),Wales : 78% (18/23) England : 9% (2/23) New Zealand : 9% (2/23) Tonga : 4% (1/23),Scarlets,914 kg (114.25 kg),24 ans,24 ans,198 cm,Italy : 60% (9/15) England : 13% (2/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Australia : 7% (1/15),Italy : 61% (14/23) South Africa : 13% (3/23) England : 9% (2/23) Argentina : 9% (2/23) Australia : 9% (2/23),Zebre,Parc y Scarlets,"Saturday, October 15, 2022",20:35,5,4,1,0,2,1,0,0,28_5_42_78_39,7_29_40_43,72,,13_52,53,,,36 - 12
895 kg (111.88 kg),25 ans,26 ans,200 cm,Italy : 60% (9/15) Argentina : 27% (4/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),Italy : 61% (14/23) Argentina : 22% (5/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) England : 4% (1/23),Benetton,935 kg (116.88 kg),27 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,Stadio Comunale di Monigo,"Friday, October 21, 2022",18:30,1,1,5,0,5,5,3,0,54,54,11_20_36_47_57,,44_75_50_71_79,44_51_72_77_80,35_42_63,,22 - 44
891 kg (111.38 kg),28 ans,26 ans,201 cm,Ireland : 67% (10/15) Australia : 27% (4/15) Tonga : 7% (1/15),Ireland : 74% (17/23) Australia : 17% (4/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),Connacht,912 kg (114.00 kg),28 ans,26 ans,203 cm,Wales : 67% (10/15) England : 20% (3/15) Tonga : 7% (1/15) New Zealand : 7% (1/15),Wales : 74% (17/23) England : 17% (4/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),Scarlets,The Sportsground,"Friday, October 21, 2022",20:35,5,0,3,1,1,0,3,0,0_34_76_53_73,,6_28_60,73,14,,4_30_58,,36 - 14
930 kg (116.25 kg),25 ans,24 ans,198 cm,Italy : 67% (10/15) England : 13% (2/15) Argentina : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Italy : 65% (15/23) England : 13% (3/23) Argentina : 9% (2/23) South Africa : 9% (2/23) New Zealand : 4% (1/23),Zebre,938 kg (117.25 kg),27 ans,26 ans,197 cm,South Africa : 33% (5/15) Scotland : 33% (5/15) Ireland : 7% (1/15) England : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15),Scotland : 39% (9/23) South Africa : 22% (5/23) England : 13% (3/23) Australia : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Edinburgh,Stadio Sergio Lanfranchi,"Saturday, October 22, 2022",14:00,3,2,0,0,6,4,0,0,49_77_67,68_78,,,6_25_13_70_20_41,7_22_27_71,,,19 - 38
919 kg (114.88 kg),27 ans,26 ans,203 cm,Ireland : 87% (13/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 91% (21/23) Australia : 4% (1/23) South Africa : 4% (1/23),Leinster,900 kg (112.50 kg),25 ans,25 ans,206 cm,Ireland : 80% (12/15) South Africa : 13% (2/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) South Africa : 9% (2/23) New Zealand : 4% (1/23),Munster,Aviva Stadium,"Saturday, October 22, 2022",18:15,4,2,1,0,1,1,2,0,49_27_61_76,28_50,57,,45,46,21_33,,27 - 13
936 kg (117.00 kg),28 ans,27 ans,201 cm,Wales : 93% (14/15) Tonga : 7% (1/15),Wales : 83% (19/23) Tonga : 9% (2/23) Moldova : 4% (1/23) England : 4% (1/23),Cardiff,941 kg (117.63 kg),27 ans,27 ans,201 cm,South Africa : 93% (14/15) Samoa : 7% (1/15),South Africa : 96% (22/23) Samoa : 4% (1/23),Stormers,Cardiff Arms Park,"Saturday, October 22, 2022",20:35,2,1,6,0,4,2,0,0,16_42,44,9_15_33_52_69_80,,20_48_27_60,21_27,,,30 - 24
919 kg (114.88 kg),27 ans,27 ans,203 cm,Wales : 60% (9/15) England : 20% (3/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Ireland : 7% (1/15),Wales : 61% (14/23) England : 22% (5/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23),Dragons,920 kg (115.00 kg),27 ans,28 ans,203 cm,Wales : 67% (10/15) England : 13% (2/15) New Zealand : 13% (2/15) Australia : 7% (1/15),Wales : 74% (17/23) England : 9% (2/23) New Zealand : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Ospreys,Rodney Parade,"Sunday, October 23, 2022",16:00,5,1,1,1,3,2,2,0,43_23_47_74_37,44,17,37,77_0_26,1_78,14_54,,32 - 25
917 kg (114.63 kg),26 ans,27 ans,200 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Sharks,911 kg (113.88 kg),30 ans,26 ans,197 cm,Ireland : 80% (12/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),Ireland : 83% (19/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23) England : 4% (1/23),Ulster,Hollywoodbets Kings Park,"Saturday, February 25, 2023",13:00,4,2,0,0,4,4,1,0,50_1_29_67,30_51,,,56_43_24_32,25_33_43_58,18,,24 - 31
943 kg (117.88 kg),26 ans,25 ans,199 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,939 kg (117.38 kg),26 ans,26 ans,203 cm,Scotland : 33% (5/15) England : 20% (3/15) New Zealand : 20% (3/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Tonga : 7% (1/15) Australia : 7% (1/15),Scotland : 39% (9/23) New Zealand : 22% (5/23) South Africa : 13% (3/23) England : 13% (3/23) Argentina : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23),Glasgow,Emirates Airlines Park,"Saturday, February 25, 2023",15:15,5,2,2,0,4,2,0,0,52_24_21_36_30,22_25,40_75,,56_7_38_61,8_39,,,35 - 24
906 kg (113.25 kg),28 ans,26 ans,203 cm,Wales : 73% (11/15) England : 13% (2/15) Tonga : 7% (1/15) New Zealand : 7% (1/15),Wales : 74% (17/23) England : 17% (4/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),Scarlets,912 kg (114.00 kg),26 ans,25 ans,203 cm,Ireland : 87% (13/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),Leinster,Parc y Scarlets,"Friday, October 28, 2022",20:35,1,0,0,0,5,3,0,2,20,,,,47_24_0_59_72,2_26_47,,59_72,5 - 35
914 kg (114.25 kg),27 ans,26 ans,207 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) Argentina : 13% (2/15) Tonga : 7% (1/15) United-States : 7% (1/15) New Zealand : 7% (1/15),Scotland : 39% (9/23) South Africa : 22% (5/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23) United-States : 4% (1/23),Glasgow,928 kg (116.00 kg),29 ans,26 ans,200 cm,Italy : 47% (7/15) Argentina : 20% (3/15) South Africa : 20% (3/15) New Zealand : 7% (1/15) Samoa : 7% (1/15),Italy : 48% (11/23) Argentina : 22% (5/23) South Africa : 17% (4/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23),Benetton,Scotstoun Stadium,"Friday, October 28, 2022",20:35,6,2,1,0,0,0,0,0,48_9_57_72_39_35,37_40,28,,,,,,37 - 0
917 kg (114.63 kg),27 ans,25 ans,202 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,909 kg (113.63 kg),27 ans,26 ans,198 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,Emirates Airlines Park,"Saturday, October 29, 2022",16:00,1,1,5,0,4,4,1,0,35,36,24_31_2_5_16,,54_9_68_74,10_54_69_76,21,,22 - 31
912 kg (114.00 kg),27 ans,27 ans,197 cm,Wales : 67% (10/15) England : 27% (4/15) New Zealand : 7% (1/15),Wales : 65% (15/23) England : 22% (5/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23),Dragons,919 kg (114.88 kg),25 ans,24 ans,202 cm,Italy : 53% (8/15) South Africa : 13% (2/15) England : 13% (2/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),Italy : 57% (13/23) South Africa : 13% (3/23) Argentina : 9% (2/23) England : 9% (2/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Serbia : 4% (1/23),Zebre,Rodney Parade,"Saturday, October 29, 2022",18:15,5,5,4,0,1,1,0,0,8_46_27_65_56,9_27_47_57_66,4_16_30_38,,32,33,,,47 - 7
895 kg (111.88 kg),26 ans,25 ans,204 cm,Ireland : 87% (13/15) Tonga : 7% (1/15) England : 7% (1/15),Ireland : 87% (20/23) Tonga : 4% (1/23) England : 4% (1/23) United-States : 4% (1/23),Munster,911 kg (113.88 kg),29 ans,26 ans,201 cm,Ireland : 80% (12/15) Australia : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) England : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23),Ulster,Thomond Park,"Saturday, October 29, 2022",18:15,1,0,3,0,3,0,0,0,64,,9_47_53,,13_3_40,,,,14 - 15
884 kg (110.50 kg),26 ans,24 ans,199 cm,Wales : 73% (11/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),Wales : 74% (17/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Ireland : 4% (1/23),Ospreys,873 kg (109.13 kg),27 ans,27 ans,204 cm,Ireland : 80% (12/15) New Zealand : 13% (2/15) Australia : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Scotland : 4% (1/23),Connacht,Swansea.com Stadium,"Saturday, October 29, 2022",20:35,3,2,0,0,3,2,0,0,2_8_68,3_69,,,37_42_33,34_38,,,19 - 22
944 kg (118.00 kg),27 ans,25 ans,203 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,920 kg (115.00 kg),26 ans,26 ans,201 cm,South Africa : 87% (13/15) Congo : 7% (1/15) Australia : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,Loftus Versfeld,"Sunday, October 30, 2022",14:00,4,4,4,0,3,3,2,0,36_75_65_68,37_66_69_76,14_24_34_62,,78_48_40,40_49_79,28_64,,40 - 27
924 kg (115.50 kg),28 ans,24 ans,201 cm,Wales : 93% (14/15) Moldova : 7% (1/15),Wales : 87% (20/23) England : 9% (2/23) Moldova : 4% (1/23),Cardiff,937 kg (117.13 kg),26 ans,25 ans,203 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) Ireland : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),Scotland : 48% (11/23) South Africa : 17% (4/23) England : 13% (3/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Edinburgh,Cardiff Arms Park,"Sunday, October 30, 2022",16:00,2,1,1,1,3,2,2,0,17_37,17,24,37,6_21_58,22_59,3_53,,17 - 25
892 kg (111.50 kg),27 ans,25 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,912 kg (114.00 kg),28 ans,28 ans,203 cm,Wales : 67% (10/15) England : 13% (2/15) New Zealand : 13% (2/15) Tonga : 7% (1/15),Wales : 65% (15/23) England : 13% (3/23) New Zealand : 13% (3/23) Tonga : 4% (1/23) Argentina : 4% (1/23),Scarlets,DHL Stadium,"Friday, November 25, 2022",18:00,5,4,1,0,3,2,0,0,22_34_17_41_14,15_19_36_42,40,,31_53_49,32_50,,,36 - 19
925 kg (115.63 kg),28 ans,25 ans,201 cm,Ireland : 87% (13/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 87% (20/23) Australia : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Ulster,915 kg (114.38 kg),26 ans,24 ans,202 cm,Italy : 47% (7/15) Argentina : 20% (3/15) South Africa : 20% (3/15) England : 13% (2/15),Italy : 52% (12/23) South Africa : 17% (4/23) Argentina : 13% (3/23) England : 9% (2/23) Serbia : 4% (1/23) Australia : 4% (1/23),Zebre,Kingspan Stadium,"Friday, November 25, 2022",20:35,6,3,0,0,2,1,1,0,35_4_52_8_41_65,9_36_42,,,30_80,80,13,,36 - 15
910 kg (113.75 kg),26 ans,26 ans,198 cm,Italy : 60% (9/15) Argentina : 20% (3/15) South Africa : 13% (2/15) England : 7% (1/15),Italy : 61% (14/23) Argentina : 17% (4/23) South Africa : 9% (2/23) England : 9% (2/23) New Zealand : 4% (1/23),Benetton,925 kg (115.63 kg),26 ans,27 ans,200 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) England : 13% (2/15) Australia : 13% (2/15) New Zealand : 7% (1/15),Scotland : 48% (11/23) South Africa : 17% (4/23) England : 17% (4/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Edinburgh,Stadio Comunale di Monigo,"Saturday, November 26, 2022",14:00,4,2,0,0,2,2,1,0,48_36_18_67,49_68,,,42_60,44_61,1,,24 - 17
918 kg (114.75 kg),26 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,899 kg (112.38 kg),27 ans,25 ans,199 cm,Wales : 67% (10/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),Wales : 74% (17/23) Ireland : 9% (2/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),Ospreys,Loftus Versfeld,"Saturday, November 26, 2022",14:30,7,4,0,0,4,3,0,0,69_12_19_40_6_31_77,7_32_41_70,,,25_56_36_74,26_38_75,,,43 - 26
903 kg (112.88 kg),26 ans,25 ans,198 cm,Ireland : 93% (14/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) New Zealand : 4% (1/23) Georgia : 4% (1/23) South Africa : 4% (1/23),Leinster,920 kg (115.00 kg),26 ans,26 ans,207 cm,Scotland : 40% (6/15) South Africa : 20% (3/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) Australia : 7% (1/15) United-States : 7% (1/15) Argentina : 7% (1/15),Scotland : 43% (10/23) South Africa : 17% (4/23) New Zealand : 13% (3/23) England : 9% (2/23) Tonga : 4% (1/23) Australia : 4% (1/23) United-States : 4% (1/23) Argentina : 4% (1/23),Glasgow,RDS Arena,"Saturday, November 26, 2022",16:15,6,5,0,0,1,0,0,0,7_10_23_71_77_54,8_11_24_55_78,,,48,,,,40 - 5
886 kg (110.75 kg),26 ans,26 ans,203 cm,Ireland : 67% (10/15) United-States : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) United-States : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) France : 4% (1/23) England : 4% (1/23),Munster,891 kg (111.38 kg),29 ans,27 ans,204 cm,Ireland : 67% (10/15) Australia : 20% (3/15) New Zealand : 13% (2/15),Ireland : 78% (18/23) Australia : 13% (3/23) New Zealand : 9% (2/23),Connacht,Thomond Park,"Saturday, November 26, 2022",20:35,4,2,0,0,2,2,1,0,36_11_65_58,59_66,,,26_73,27_73,9,,24 - 17
904 kg (113.00 kg),26 ans,25 ans,202 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,901 kg (112.63 kg),27 ans,26 ans,197 cm,Wales : 67% (10/15) England : 20% (3/15) New Zealand : 13% (2/15),Wales : 70% (16/23) England : 17% (4/23) New Zealand : 9% (2/23) Ireland : 4% (1/23),Dragons,Emirates Airlines Park,"Sunday, November 27, 2022",15:00,3,3,3,0,3,2,2,0,32_50_72,33_51_72,3_12_41,,67_44_79,69_79,5_15,,33 - 25
917 kg (114.63 kg),27 ans,27 ans,200 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,928 kg (116.00 kg),29 ans,26 ans,201 cm,Wales : 80% (12/15) Moldova : 7% (1/15) Tonga : 7% (1/15) Samoa : 7% (1/15),Wales : 78% (18/23) England : 9% (2/23) Moldova : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23),Cardiff,Hollywoodbets Kings Park,"Sunday, November 27, 2022",17:10,0,0,0,0,4,2,3,1,,,,,39_49_57_24,40_58,1_22_31,24,0 - 35
930 kg (116.25 kg),27 ans,26 ans,200 cm,South Africa : 87% (13/15) Congo : 7% (1/15) Australia : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Australia : 4% (1/23),Sharks,900 kg (112.50 kg),27 ans,24 ans,199 cm,Wales : 60% (9/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),Wales : 70% (16/23) New Zealand : 9% (2/23) Ireland : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),Ospreys,Hollywoodbets Kings Park,"Friday, December 2, 2022",18:10,3,2,2,0,2,0,0,0,48_76_80,77_80,11_21,,65_44,,,,25 - 10
940 kg (117.50 kg),27 ans,28 ans,198 cm,Scotland : 60% (9/15) South Africa : 27% (4/15) Fiji : 7% (1/15) England : 7% (1/15),Scotland : 43% (10/23) South Africa : 30% (7/23) England : 17% (4/23) Fiji : 4% (1/23) Australia : 4% (1/23),Edinburgh,912 kg (114.00 kg),29 ans,25 ans,203 cm,Ireland : 80% (12/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) France : 7% (1/15),Ireland : 83% (19/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) France : 4% (1/23) United-States : 4% (1/23),Munster,The DAM Health Stadium,"Friday, December 2, 2022",20:35,3,1,0,0,5,5,1,0,36_2_13,3,,,52_23_79_39_41,24_40_42_53_80,64,,17 - 38
908 kg (113.50 kg),27 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,904 kg (113.00 kg),28 ans,26 ans,196 cm,Wales : 40% (6/15) England : 33% (5/15) New Zealand : 13% (2/15) South Africa : 7% (1/15) Ireland : 7% (1/15),Wales : 61% (14/23) England : 22% (5/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Dragons,Nelson Mandela Bay Stadium,"Saturday, December 3, 2022",13:00,4,4,2,0,4,3,0,0,15_8_35_21,10_17_23_37,50_57,,46_70_40_74,41_70_75,,,34 - 26
915 kg (114.38 kg),25 ans,25 ans,202 cm,Italy : 53% (8/15) England : 20% (3/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),Italy : 48% (11/23) South Africa : 26% (6/23) England : 13% (3/23) Argentina : 9% (2/23) New Zealand : 4% (1/23),Zebre,942 kg (117.75 kg),29 ans,26 ans,205 cm,Scotland : 53% (8/15) South Africa : 20% (3/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),Scotland : 52% (12/23) South Africa : 17% (4/23) Argentina : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Glasgow,Stadio Sergio Lanfranchi,"Saturday, December 3, 2022",14:00,3,1,0,0,6,6,1,0,19_70_76,20,,,21_48_45_67_83_74,22_46_49_68_75_84,40,,17 - 45
885 kg (110.63 kg),27 ans,28 ans,201 cm,Ireland : 73% (11/15) Australia : 20% (3/15) New Zealand : 7% (1/15),Ireland : 78% (18/23) Australia : 13% (3/23) New Zealand : 9% (2/23),Connacht,904 kg (113.00 kg),25 ans,26 ans,200 cm,Italy : 60% (9/15) South Africa : 13% (2/15) England : 13% (2/15) Argentina : 7% (1/15) New Zealand : 7% (1/15),Italy : 57% (13/23) Argentina : 22% (5/23) South Africa : 9% (2/23) England : 9% (2/23) New Zealand : 4% (1/23),Benetton,The Sportsground,"Saturday, December 3, 2022",16:15,5,5,1,0,3,2,0,0,43_3_23_80_66,4_23_43_67_81,36,,17_53_78,18_54,,,38 - 19
924 kg (115.50 kg),25 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,940 kg (117.50 kg),30 ans,26 ans,203 cm,Wales : 87% (13/15) Moldova : 7% (1/15) Tonga : 7% (1/15),Wales : 87% (20/23) Moldova : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23),Cardiff,Loftus Versfeld,"Saturday, December 3, 2022",19:00,6,6,1,0,0,0,3,0,59_76_42_28_68_38,29_39_43_60_69_77,4,,,,1_12_31,,45 - 9
926 kg (115.75 kg),28 ans,26 ans,203 cm,Ireland : 73% (11/15) New Zealand : 13% (2/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Leinster,914 kg (114.25 kg),28 ans,27 ans,199 cm,Ireland : 87% (13/15) England : 13% (2/15),Ireland : 78% (18/23) England : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23),Ulster,RDS Arena,"Saturday, December 3, 2022",20:35,5,5,1,0,4,3,1,0,40_75_58_62_73,41_59_63_73_76,2,,28_34_21_78,22_29_79,9,,38 - 29
898 kg (112.25 kg),27 ans,25 ans,202 cm,South Africa : 87% (13/15) Zimbabwe : 7% (1/15) Congo : 7% (1/15),South Africa : 91% (21/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23),Lions,908 kg (113.50 kg),30 ans,28 ans,198 cm,Wales : 67% (10/15) New Zealand : 20% (3/15) England : 7% (1/15) Tonga : 7% (1/15),Wales : 70% (16/23) New Zealand : 13% (3/23) Tonga : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23),Scarlets,Emirates Airlines Park,"Sunday, December 4, 2022",12:30,4,3,2,0,3,0,0,0,55_20_75_11,21_56_76,5_41,,82_32_58,,,,32 - 15
933 kg (116.63 kg),26 ans,28 ans,201 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) Australia : 4% (1/23),Sharks,960 kg (120.00 kg),26 ans,27 ans,202 cm,South Africa : 87% (13/15) Congo : 7% (1/15) Zimbabwe : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Zimbabwe : 4% (1/23),Lions,Hollywoodbets Kings Park,"Friday, December 23, 2022",16:00,5,3,2,0,1,1,1,0,55_8_75_15_74,10_56_76,43_67,,17,19,45,,37 - 10
918 kg (114.75 kg),29 ans,26 ans,198 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,924 kg (115.50 kg),25 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,DHL Stadium,"Friday, December 23, 2022",18:15,4,3,3,1,3,3,2,0,48_53_49_23,49_50_54,3_10_71,23,63_78_25,27_63_78,20_38,,37 - 27
889 kg (111.13 kg),27 ans,28 ans,201 cm,Ireland : 73% (11/15) Australia : 20% (3/15) New Zealand : 7% (1/15),Ireland : 70% (16/23) New Zealand : 17% (4/23) Australia : 13% (3/23),Connacht,905 kg (113.13 kg),27 ans,27 ans,198 cm,Ireland : 93% (14/15) Scotland : 7% (1/15),Ireland : 87% (20/23) Scotland : 4% (1/23) England : 4% (1/23) Australia : 4% (1/23),Ulster,The Sportsground,"Friday, December 23, 2022",20:35,3,1,1,0,3,2,1,0,59_78_84,78,34,,44_53_28,45_54,71,,20 - 22
953 kg (119.13 kg),28 ans,27 ans,205 cm,Scotland : 40% (6/15) Argentina : 13% (2/15) South Africa : 13% (2/15) Australia : 13% (2/15) New Zealand : 13% (2/15) Tonga : 7% (1/15),Scotland : 35% (8/23) Argentina : 13% (3/23) South Africa : 13% (3/23) New Zealand : 13% (3/23) England : 13% (3/23) Australia : 9% (2/23) Tonga : 4% (1/23),Glasgow,910 kg (113.75 kg),30 ans,25 ans,201 cm,Scotland : 40% (6/15) South Africa : 20% (3/15) England : 20% (3/15) Fiji : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),Scotland : 43% (10/23) South Africa : 22% (5/23) England : 17% (4/23) Fiji : 4% (1/23) Australia : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),Edinburgh,Scotstoun Stadium,"Friday, December 23, 2022",20:35,1,1,3,0,1,1,1,0,31,32,44_66_74,,57,58,79,,16 - 10
895 kg (111.88 kg),26 ans,27 ans,197 cm,Italy : 67% (10/15) Argentina : 20% (3/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 65% (15/23) Argentina : 13% (3/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23),Benetton,910 kg (113.75 kg),24 ans,25 ans,202 cm,Italy : 60% (9/15) South Africa : 13% (2/15) England : 13% (2/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),Italy : 61% (14/23) South Africa : 13% (3/23) England : 9% (2/23) Argentina : 9% (2/23) New Zealand : 4% (1/23) Serbia : 4% (1/23),Zebre,Stadio Comunale di Monigo,"Saturday, December 24, 2022",13:30,6,4,0,0,1,0,0,0,54_30_38_12_51_75,14_39_52_76,,,64,,,,38 - 5
925 kg (115.63 kg),27 ans,28 ans,198 cm,Wales : 80% (12/15) South Africa : 7% (1/15) England : 7% (1/15) Ireland : 7% (1/15),Wales : 70% (16/23) England : 13% (3/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Dragons,937 kg (117.13 kg),30 ans,27 ans,201 cm,Wales : 73% (11/15) Tonga : 13% (2/15) Moldova : 7% (1/15) Samoa : 7% (1/15),Wales : 78% (18/23) Tonga : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23),Cardiff,Rodney Parade,"Monday, December 26, 2022",15:15,2,1,4,0,4,3,1,0,64_38,65,21_25_57_71,,32_51_34_79,32_35_80,60,,24 - 29
