home_pack_weight_average,home_forwards_average_age,home_backs_average_age,home_tallest_player,home_differents_nationalities_for_starters,home_differents_nationalities_for_all_the_team,home_team,away_pack_weight_average,away_forwards_average_age,away_backs_average_age,away_tallest_player,away_differents_nationalities_for_starters,away_differents_nationalities_for_all_the_team,away_team,stadium,match_date,match_time_french,home_n_tries,home_n_conversions,home_n_pen_kicks,home_n_pen_tries,away_n_tries,away_n_conversions,away_n_pen_kicks,away_n_pen_tries,mins_of_home_tries,mins_of_home_conversions,mins_of_home_pen_kicks,mins_of_home_pen_tries,mins_of_away_tries,mins_of_away_conversions,mins_of_away_pen_kicks,mins_of_away_pen_tries,match_result
907 kg (113.38 kg),25 ans,25 ans,203 cm,Wales : 73% (11/15) England : 20% (3/15) Argentina : 7% (1/15),Wales : 74% (17/23) England : 22% (5/23) Argentina : 4% (1/23),Dragons,923 kg (115.38 kg),26 ans,25 ans,200 cm,Scotland : 40% (6/15) England : 20% (3/15) South Africa : 13% (2/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15),Scotland : 48% (11/23) England : 13% (3/23) South Africa : 9% (2/23) Australia : 9% (2/23) Argentina : 9% (2/23) New Zealand : 9% (2/23) Ireland : 4% (1/23),Edinburgh,Rodney Parade,"Saturday, November 27, 2021",18:15,2,2,0,0,4,2,2,0,22_32,23_33,,,18_36_80_2,3_81,56_68,,14 - 30
906 kg (113.25 kg),29 ans,26 ans,211 cm,Ireland : 100% (15/15),Ireland : 96% (22/23) Georgia : 4% (1/23),Leinster,907 kg (113.38 kg),28 ans,25 ans,201 cm,Ireland : 80% (12/15) South Africa : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),Ireland : 87% (20/23) South Africa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23),Ulster,RDS Arena,"Saturday, November 27, 2021",21:00,1,1,1,0,2,2,2,0,50,50,64,,15_78,16_79,47_67,,10 - 20
926 kg (115.75 kg),29 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 91% (21/23) Argentina : 4% (1/23) Australia : 4% (1/23),Sharks,907 kg (113.38 kg),27 ans,24 ans,198 cm,Wales : 67% (10/15) New Zealand : 13% (2/15) England : 13% (2/15) Tonga : 7% (1/15),Wales : 74% (17/23) England : 13% (3/23) New Zealand : 9% (2/23) Tonga : 4% (1/23),Scarlets,Hollywoodbets Kings Park,"Friday, March 11, 2022",18:10,4,3,3,1,2,2,2,0,61_86_55_72,55_62_87,18_38_69,72,74_46,47_74,8_14,,37 - 20
927 kg (115.88 kg),27 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Bulls,896 kg (112.00 kg),27 ans,26 ans,203 cm,Ireland : 80% (12/15) South Africa : 13% (2/15) England : 7% (1/15),Ireland : 83% (19/23) South Africa : 13% (3/23) England : 4% (1/23),Munster,Loftus Versfeld,"Saturday, March 12, 2022",15:05,2,2,5,0,3,3,1,0,32_15,16_33,2_8_21_29_46,,72_53_64,54_65_73,5,,29 - 24
918 kg (114.75 kg),26 ans,24 ans,202 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 87% (20/23) Congo : 9% (2/23) Namibia : 4% (1/23),Lions,910 kg (113.75 kg),28 ans,27 ans,196 cm,Wales : 87% (13/15) Moldova : 7% (1/15) Samoa : 7% (1/15),Wales : 87% (20/23) Moldova : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23),Cardiff,Emirates Airlines Park,"Sunday, March 13, 2022",15:00,4,4,3,0,2,2,2,0,80_1_13_21,3_14_22_83,8_47_57,,43_30,31_44,5_11,,37 - 20
902 kg (112.75 kg),29 ans,26 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,903 kg (112.88 kg),24 ans,27 ans,202 cm,Italy : 67% (10/15) New Zealand : 13% (2/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15),Italy : 70% (16/23) New Zealand : 9% (2/23) Samoa : 9% (2/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23),Zebre,Danie Craven Stadium,"Sunday, March 13, 2022",17:05,9,5,0,0,1,1,0,0,38_74_1_11_59_7_23_56_78,2_8_12_24_79,,,42,42,,,55 - 7
948 kg (118.50 kg),28 ans,26 ans,198 cm,Scotland : 53% (8/15) England : 20% (3/15) Fiji : 13% (2/15) South Africa : 7% (1/15) Argentina : 7% (1/15),Scotland : 52% (12/23) England : 17% (4/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Edinburgh,894 kg (111.75 kg),27 ans,25 ans,198 cm,Italy : 53% (8/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Australia : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),Italy : 52% (12/23) Argentina : 17% (4/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23),Benetton,The DAM Health Stadium,"Friday, December 3, 2021",20:35,4,2,0,0,1,1,1,0,44_13_22_68,46_69,,,59,60,8,,24 - 10
920 kg (115.00 kg),28 ans,25 ans,211 cm,Ireland : 87% (13/15) Australia : 7% (1/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),Leinster,898 kg (112.25 kg),29 ans,25 ans,198 cm,Ireland : 67% (10/15) Australia : 13% (2/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) Australia : 9% (2/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),Connacht,RDS Arena,"Friday, December 3, 2021",20:45,7,6,0,0,3,2,0,0,39_57_22_49_32_41_73,23_33_42_49_58_75,,,61_13_28,29_62,,,47 - 19
909 kg (113.63 kg),26 ans,28 ans,198 cm,Wales : 73% (11/15) England : 20% (3/15) New Zealand : 7% (1/15),Wales : 61% (14/23) England : 13% (3/23) New Zealand : 13% (3/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Ireland : 4% (1/23),Ospreys,906 kg (113.25 kg),26 ans,26 ans,199 cm,Ireland : 73% (11/15) England : 13% (2/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 83% (19/23) England : 9% (2/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Ulster,Swansea.com Stadium,"Saturday, December 4, 2021",16:00,1,1,4,0,1,0,2,1,31,33,17_35_59_65,,14,,19_52,14,19 - 13
917 kg (114.63 kg),28 ans,25 ans,205 cm,Scotland : 40% (6/15) South Africa : 13% (2/15) England : 13% (2/15) Australia : 13% (2/15) New Zealand : 13% (2/15) Argentina : 7% (1/15),Scotland : 39% (9/23) England : 17% (4/23) South Africa : 13% (3/23) New Zealand : 13% (3/23) Australia : 9% (2/23) Argentina : 9% (2/23),Glasgow,914 kg (114.25 kg),26 ans,27 ans,203 cm,Wales : 73% (11/15) England : 20% (3/15) New Zealand : 7% (1/15),Wales : 74% (17/23) England : 17% (4/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),Dragons,Scotstoun Stadium,"Saturday, December 4, 2021",20:35,5,4,0,0,2,2,0,0,39_58_15_25_70,16_40_60_71,,,65_75,65_76,,,33 - 14
934 kg (116.75 kg),27 ans,26 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Bulls,909 kg (113.63 kg),27 ans,25 ans,198 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) Argentina : 7% (1/15) England : 7% (1/15),Wales : 74% (17/23) New Zealand : 9% (2/23) England : 9% (2/23) Argentina : 4% (1/23) Tonga : 4% (1/23),Scarlets,Loftus Versfeld,"Friday, March 18, 2022",18:10,9,6,0,0,2,1,0,0,24_51_43_7_70_13_29_1_77,2_24_30_45_52_78,,,80_31,33,,,57 - 12
919 kg (114.88 kg),25 ans,24 ans,202 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 87% (20/23) Congo : 9% (2/23) Namibia : 4% (1/23),Lions,895 kg (111.88 kg),26 ans,25 ans,203 cm,Ireland : 80% (12/15) South Africa : 13% (2/15) England : 7% (1/15),Ireland : 78% (18/23) South Africa : 17% (4/23) England : 4% (1/23),Munster,Emirates Airlines Park,"Saturday, March 19, 2022",13:00,2,2,3,0,3,3,0,0,31_66,32_67,35_65_73,,13_7_41,8_14_42,,,23 - 21
923 kg (115.38 kg),28 ans,26 ans,200 cm,South Africa : 93% (14/15) Australia : 7% (1/15),South Africa : 96% (22/23) Australia : 4% (1/23),Sharks,908 kg (113.50 kg),25 ans,25 ans,200 cm,Italy : 73% (11/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) South Africa : 7% (1/15),Italy : 74% (17/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) Samoa : 4% (1/23) South Africa : 4% (1/23),Zebre,Hollywoodbets Kings Park,"Saturday, March 19, 2022",17:30,5,5,1,0,0,0,2,0,42_7_60_69_57,8_44_58_61_70,26,,,,30_41,,38 - 6
899 kg (112.38 kg),29 ans,27 ans,198 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,924 kg (115.50 kg),29 ans,26 ans,201 cm,Wales : 93% (14/15) Moldova : 7% (1/15),Wales : 91% (21/23) Moldova : 4% (1/23) England : 4% (1/23),Cardiff,DHL Stadium,"Sunday, March 20, 2022",13:00,6,5,0,0,0,0,1,0,63_38_32_16_60_67,17_40_61_64_68,,,,,7,,40 - 3
904 kg (113.00 kg),26 ans,26 ans,202 cm,Italy : 73% (11/15) Argentina : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),Italy : 74% (17/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23),Zebre,884 kg (110.50 kg),24 ans,26 ans,198 cm,Italy : 53% (8/15) Argentina : 20% (3/15) New Zealand : 7% (1/15) England : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),Italy : 57% (13/23) Argentina : 17% (4/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) England : 4% (1/23) Australia : 4% (1/23),Benetton,Stadio Sergio Lanfranchi,"Friday, December 24, 2021",14:00,2,2,0,0,5,4,2,0,63_66,63_66,,,16_31_34_54_71,17_32_35_56,4_52,,14 - 39
921 kg (115.13 kg),27 ans,26 ans,199 cm,South Africa : 100% (15/15),South Africa : 91% (21/23) Congo : 4% (1/23) Namibia : 4% (1/23),Lions,909 kg (113.63 kg),25 ans,26 ans,201 cm,South Africa : 93% (14/15) Australia : 7% (1/15),South Africa : 91% (21/23) Australia : 4% (1/23) Argentina : 4% (1/23),Sharks,Emirates Airlines Park,"Saturday, January 22, 2022",14:00,5,3,2,0,6,4,3,0,50_6_9_59_68,7_51_69,24_28,,31_18_38_53_79_14,15_39_54_80,5_43_56,,37 - 47
916 kg (114.50 kg),24 ans,29 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Bulls,919 kg (114.88 kg),27 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,Loftus Versfeld,"Saturday, January 22, 2022",16:05,4,3,0,0,4,2,2,0,42_65_55_51,44_51_56,,,68_6_29_79,31_80,11_26,,26 - 30
931 kg (116.38 kg),28 ans,25 ans,201 cm,Ireland : 67% (10/15) England : 13% (2/15) New Zealand : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),Ireland : 78% (18/23) England : 9% (2/23) New Zealand : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),Ulster,892 kg (111.50 kg),26 ans,25 ans,201 cm,Ireland : 80% (12/15) Samoa : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),Ireland : 78% (18/23) Samoa : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23),Connacht,Kingspan Stadium,"Friday, February 4, 2022",21:15,4,3,2,0,2,1,0,0,20_13_41_83,15_21_42,53_74,,46_24,47,,,32 - 12
896 kg (112.00 kg),26 ans,26 ans,198 cm,Ireland : 93% (14/15) Australia : 7% (1/15),Ireland : 91% (21/23) Australia : 4% (1/23) Georgia : 4% (1/23),Leinster,926 kg (115.75 kg),25 ans,26 ans,201 cm,Scotland : 33% (5/15) South Africa : 13% (2/15) Fiji : 13% (2/15) England : 13% (2/15) Argentina : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15),Scotland : 35% (8/23) England : 22% (5/23) South Africa : 17% (4/23) Fiji : 9% (2/23) Argentina : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23),Edinburgh,RDS Arena,"Friday, February 11, 2022",19:00,4,3,0,0,1,1,0,0,19_70_31_66,20_32_72,,,74,75,,,26 - 7
926 kg (115.75 kg),29 ans,25 ans,205 cm,Scotland : 53% (8/15) New Zealand : 13% (2/15) Australia : 13% (2/15) South Africa : 7% (1/15) United-States : 7% (1/15) Argentina : 7% (1/15),Scotland : 52% (12/23) Argentina : 13% (3/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Australia : 9% (2/23) United-States : 4% (1/23) England : 4% (1/23),Glasgow,902 kg (112.75 kg),27 ans,26 ans,203 cm,Ireland : 80% (12/15) South Africa : 13% (2/15) England : 7% (1/15),Ireland : 87% (20/23) South Africa : 9% (2/23) England : 4% (1/23),Munster,Scotstoun Stadium,"Friday, February 11, 2022",21:15,1,1,2,0,1,0,2,0,38,40,14_60,,71,,37_63,,13 - 11
921 kg (115.13 kg),28 ans,26 ans,203 cm,Wales : 87% (13/15) Moldova : 7% (1/15) Samoa : 7% (1/15),Wales : 83% (19/23) England : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23),Cardiff,929 kg (116.13 kg),27 ans,26 ans,198 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 78% (18/23) New Zealand : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23),Scarlets,Cardiff Arms Park,"Saturday, April 9, 2022",16:10,2,2,0,0,7,6,0,1,11_2,4_12,,,40_58_42_72_77_76_52,42_44_59_73_76_78,,52,14 - 49
913 kg (114.13 kg),26 ans,30 ans,203 cm,Wales : 80% (12/15) New Zealand : 13% (2/15) England : 7% (1/15),Wales : 78% (18/23) England : 9% (2/23) New Zealand : 9% (2/23) South Africa : 4% (1/23),Ospreys,914 kg (114.25 kg),26 ans,26 ans,198 cm,Wales : 80% (12/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15),Wales : 78% (18/23) England : 9% (2/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23),Dragons,Swansea.com Stadium,"Sunday, May 8, 2022",16:00,7,6,1,0,4,4,1,0,17_25_37_53_69_31_66,27_31_38_53_67_70,1,,22_5_8_79,6_9_23_79,20,,50 - 31
929 kg (116.13 kg),28 ans,28 ans,203 cm,Wales : 60% (9/15) New Zealand : 20% (3/15) England : 13% (2/15) Tonga : 7% (1/15),Wales : 65% (15/23) England : 13% (3/23) New Zealand : 13% (3/23) Tonga : 4% (1/23) Argentina : 4% (1/23),Scarlets,903 kg (112.88 kg),26 ans,27 ans,203 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 78% (18/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) England : 4% (1/23) South Africa : 4% (1/23),Ospreys,Parc y Scarlets,"Saturday, January 1, 2022",18:15,4,1,0,0,3,2,0,0,9_52_65_77,10,,,20_56_29,21_57,,,22 - 19
892 kg (111.50 kg),26 ans,27 ans,198 cm,Ireland : 67% (10/15) Australia : 20% (3/15) New Zealand : 13% (2/15),Ireland : 65% (15/23) New Zealand : 17% (4/23) Australia : 13% (3/23) Samoa : 4% (1/23),Connacht,904 kg (113.00 kg),27 ans,25 ans,203 cm,Ireland : 80% (12/15) South Africa : 13% (2/15) England : 7% (1/15),Ireland : 83% (19/23) South Africa : 13% (3/23) England : 4% (1/23),Munster,The Sportsground,"Saturday, January 1, 2022",18:15,1,1,1,0,1,0,1,0,57,58,14,,22,,16,,10 - 8
920 kg (115.00 kg),27 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Bulls,904 kg (113.00 kg),25 ans,24 ans,199 cm,South Africa : 87% (13/15) Namibia : 13% (2/15),South Africa : 91% (21/23) Namibia : 9% (2/23),Lions,Loftus Versfeld,"Saturday, February 5, 2022",14:00,3,3,0,0,1,1,2,0,38_24_48,25_39_49,,,72,73,2_7,,21 - 13
914 kg (114.25 kg),29 ans,24 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,928 kg (116.00 kg),26 ans,26 ans,201 cm,South Africa : 93% (14/15) Argentina : 7% (1/15),South Africa : 96% (22/23) Argentina : 4% (1/23),Sharks,DHL Stadium,"Saturday, February 5, 2022",16:05,2,2,2,0,1,1,1,0,51_36,37_53,48_69,,62,63,19,,20 - 10
920 kg (115.00 kg),30 ans,26 ans,201 cm,Ireland : 80% (12/15) Australia : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) England : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Ulster,915 kg (114.38 kg),27 ans,26 ans,198 cm,Ireland : 93% (14/15) Australia : 7% (1/15),Ireland : 96% (22/23) Australia : 4% (1/23),Leinster,Kingspan Stadium,"Saturday, March 12, 2022",20:35,2,1,2,0,1,1,2,0,8_34,9,31_41,,28,28,12_41,,18 - 13
909 kg (113.63 kg),28 ans,25 ans,205 cm,Scotland : 53% (8/15) New Zealand : 27% (4/15) England : 7% (1/15) Australia : 7% (1/15) Argentina : 7% (1/15),Scotland : 57% (13/23) New Zealand : 17% (4/23) Australia : 13% (3/23) England : 4% (1/23) Argentina : 4% (1/23) South Africa : 4% (1/23),Glasgow,897 kg (112.13 kg),26 ans,26 ans,203 cm,Scotland : 47% (7/15) New Zealand : 13% (2/15) South Africa : 13% (2/15) Argentina : 13% (2/15) England : 7% (1/15) Fiji : 7% (1/15),Scotland : 43% (10/23) South Africa : 17% (4/23) New Zealand : 9% (2/23) England : 9% (2/23) Argentina : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23),Edinburgh,Scotstoun Stadium,"Friday, March 18, 2022",20:35,3,3,3,0,2,2,1,0,8_28_55,9_29_57,39_64_71,,13_47,14_48,34,,30 - 17
917 kg (114.63 kg),26 ans,27 ans,198 cm,Wales : 80% (12/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15),Wales : 74% (17/23) England : 13% (3/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23),Dragons,923 kg (115.38 kg),27 ans,27 ans,203 cm,Wales : 87% (13/15) Moldova : 7% (1/15) Samoa : 7% (1/15),Wales : 91% (21/23) Moldova : 4% (1/23) Samoa : 4% (1/23),Cardiff,Rodney Parade,"Friday, May 13, 2022",20:35,2,1,2,0,1,1,4,0,39_63,40,24_74,,31,32,2_45_68_72,,18 - 19
880 kg (110.00 kg),24 ans,26 ans,198 cm,Italy : 73% (11/15) Argentina : 20% (3/15) South Africa : 7% (1/15),Italy : 61% (14/23) Argentina : 22% (5/23) South Africa : 9% (2/23) New Zealand : 9% (2/23),Benetton,916 kg (114.50 kg),26 ans,24 ans,202 cm,Italy : 73% (11/15) England : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15),Italy : 70% (16/23) South Africa : 13% (3/23) England : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23),Zebre,Stadio Comunale di Monigo,"Saturday, May 14, 2022",17:30,5,4,2,0,2,2,1,0,78_16_0_41_55,2_17_43_56,47_72,,19_59,20_60,34,,39 - 17
912 kg (114.00 kg),29 ans,27 ans,198 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) England : 20% (3/15) Argentina : 13% (2/15),Scotland : 48% (11/23) South Africa : 26% (6/23) England : 13% (3/23) Argentina : 9% (2/23) Australia : 4% (1/23),Edinburgh,925 kg (115.63 kg),27 ans,28 ans,203 cm,Wales : 80% (12/15) Moldova : 7% (1/15) Tonga : 7% (1/15) Samoa : 7% (1/15),Wales : 83% (19/23) Moldova : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23) England : 4% (1/23),Cardiff,The DAM Health Stadium,"Saturday, January 8, 2022",16:00,5,3,1,0,1,1,1,0,4_38_30_73_8,5_30_74,17,,61,61,25,,34 - 10
909 kg (113.63 kg),26 ans,26 ans,203 cm,Scotland : 60% (9/15) New Zealand : 13% (2/15) Australia : 13% (2/15) England : 7% (1/15) South Africa : 7% (1/15),Scotland : 52% (12/23) New Zealand : 17% (4/23) England : 9% (2/23) Australia : 9% (2/23) South Africa : 9% (2/23) Argentina : 4% (1/23),Glasgow,906 kg (113.25 kg),26 ans,26 ans,203 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 78% (18/23) New Zealand : 9% (2/23) Tonga : 4% (1/23) England : 4% (1/23) South Africa : 4% (1/23),Ospreys,Scotstoun Stadium,"Saturday, January 8, 2022",18:15,5,5,1,0,1,1,4,0,21_26_61_47_72,23_28_48_62_73,7,,70,70,2_10_25_30,,38 - 19
902 kg (112.75 kg),27 ans,25 ans,206 cm,Ireland : 93% (14/15) England : 7% (1/15),Ireland : 96% (22/23) England : 4% (1/23),Munster,924 kg (115.50 kg),29 ans,25 ans,201 cm,Ireland : 73% (11/15) South Africa : 13% (2/15) Australia : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) South Africa : 9% (2/23) England : 9% (2/23) Australia : 4% (1/23),Ulster,Thomond Park,"Saturday, January 8, 2022",20:35,2,1,2,0,1,1,2,0,60_74,76,32_39,,7,9,42_56,,18 - 13
897 kg (112.13 kg),27 ans,25 ans,200 cm,Italy : 53% (8/15) Samoa : 13% (2/15) New Zealand : 13% (2/15) Argentina : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 70% (16/23) Samoa : 9% (2/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23),Zebre,927 kg (115.88 kg),27 ans,26 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Bulls,Stadio Sergio Lanfranchi,"Friday, February 25, 2022",18:30,1,1,0,0,6,6,1,0,23,24,,,30_51_57_34_61_67,32_34_52_58_62_68,30,,7 - 45
926 kg (115.75 kg),29 ans,25 ans,211 cm,Ireland : 93% (14/15) Australia : 7% (1/15),Ireland : 96% (22/23) Australia : 4% (1/23),Leinster,914 kg (114.25 kg),25 ans,23 ans,199 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) Namibia : 4% (1/23),Lions,RDS Arena,"Friday, February 25, 2022",20:35,3,3,0,0,1,1,2,0,47_6_50,8_47_51,,,78,78,12_36,,21 - 13
903 kg (112.88 kg),27 ans,26 ans,201 cm,Ireland : 73% (11/15) Samoa : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),Ireland : 78% (18/23) New Zealand : 9% (2/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23),Connacht,917 kg (114.63 kg),29 ans,26 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,The Sportsground,"Saturday, February 26, 2022",14:00,3,2,0,0,3,1,0,0,29_59_71,30_60,,,46_38_18,48,,,19 - 17
891 kg (111.38 kg),25 ans,27 ans,200 cm,Italy : 53% (8/15) South Africa : 27% (4/15) Argentina : 13% (2/15) England : 7% (1/15),Italy : 48% (11/23) South Africa : 22% (5/23) Argentina : 22% (5/23) England : 9% (2/23),Benetton,938 kg (117.25 kg),27 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) Argentina : 4% (1/23),Sharks,Stadio Comunale di Monigo,"Saturday, February 26, 2022",16:05,1,1,0,0,4,3,1,0,62,63,,,6_41_78_25,7_26_42,73,,7 - 29
911 kg (113.88 kg),27 ans,26 ans,200 cm,Wales : 80% (12/15) Argentina : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 74% (17/23) England : 13% (3/23) Argentina : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23),Scarlets,915 kg (114.38 kg),26 ans,25 ans,203 cm,Wales : 80% (12/15) New Zealand : 7% (1/15) England : 7% (1/15) Argentina : 7% (1/15),Wales : 87% (20/23) New Zealand : 4% (1/23) England : 4% (1/23) Argentina : 4% (1/23),Dragons,Parc y Scarlets,"Saturday, April 16, 2022",20:35,4,2,1,0,5,5,1,0,25_59_41_53,26_54,16,,31_42_11_71_74,11_32_43_73_75,79,,27 - 38
916 kg (114.50 kg),29 ans,25 ans,201 cm,Ireland : 80% (12/15) Australia : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),Ireland : 78% (18/23) South Africa : 9% (2/23) England : 9% (2/23) Australia : 4% (1/23),Ulster,921 kg (115.13 kg),26 ans,26 ans,200 cm,Wales : 87% (13/15) New Zealand : 7% (1/15) Tonga : 7% (1/15),Wales : 91% (21/23) New Zealand : 4% (1/23) Tonga : 4% (1/23),Scarlets,Kingspan Stadium,"Friday, January 28, 2022",20:35,4,2,1,0,2,1,1,0,52_34_67_65,35_66,3,,28_61,29,9,,27 - 15
918 kg (114.75 kg),26 ans,26 ans,203 cm,Wales : 60% (9/15) England : 27% (4/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),Wales : 65% (15/23) England : 22% (5/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) Fiji : 4% (1/23),Dragons,900 kg (112.50 kg),26 ans,25 ans,200 cm,Italy : 47% (7/15) Argentina : 27% (4/15) South Africa : 27% (4/15),Italy : 48% (11/23) South Africa : 22% (5/23) Argentina : 17% (4/23) New Zealand : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23),Benetton,Rodney Parade,"Friday, January 28, 2022",20:35,1,1,2,0,1,1,2,0,43,44,41_61,,22,23,12_46,,13 - 13
919 kg (114.88 kg),27 ans,25 ans,199 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Namibia : 4% (1/23),Lions,920 kg (115.00 kg),27 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Bulls,Emirates Airlines Park,"Saturday, January 29, 2022",14:00,1,1,1,0,4,4,2,0,56,57,6,,16_52_31_74,17_32_53_75,1_11,,10 - 34
