Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
908 kg (113.50 kg),30 ans,29 ans,202 cm,France : 60% (9/15) Samoa : 13% (2/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) Samoa : 9% (2/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23) Cook Islands : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,899 kg (112.38 kg),28 ans,28 ans,198 cm,France : 27% (4/15) Fiji : 20% (3/15) England : 13% (2/15) New Zealand : 13% (2/15) Georgia : 7% (1/15) Australia : 7% (1/15) Canada : 7% (1/15) Ireland : 7% (1/15),France : 48% (11/23) Fiji : 13% (3/23) England : 9% (2/23) New Zealand : 9% (2/23) Georgia : 4% (1/23) Australia : 4% (1/23) Canada : 4% (1/23) Ireland : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 6 / 15 (40 %)  PRO NON-JIFF PLAYER : 9 / 15 (60 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz," Date :  Saturday, September 11, 2021 Kick Off : 15:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,47_21_59,2,8_64,3,16_40_70,2,43_51,3,22_48_60,2,9_65,33 - 20
926 kg (115.75 kg),29 ans,27 ans,202 cm,France : 80% (12/15) Georgia : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 78% (18/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,923 kg (115.38 kg),29 ans,26 ans,202 cm,France : 47% (7/15) Tonga : 13% (2/15) Georgia : 7% (1/15) Australia : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) Georgia : 9% (2/23) Tonga : 9% (2/23) Australia : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, September 11, 2021 Kick Off : 17:15 Venue : Jacques Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,60_80_53_75,1,65,3,3_34_52,1,58,4,60_55_76_80,1,66,37 - 10
905 kg (113.13 kg),27 ans,26 ans,202 cm,France : 73% (11/15) South Africa : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15),France : 74% (17/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92,892 kg (111.50 kg),27 ans,26 ans,199 cm,France : 53% (8/15) South Africa : 20% (3/15) Cameroon : 7% (1/15) Georgia : 7% (1/15) New Zealand : 7% (1/15) Spain : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Cameroon : 4% (1/23) Georgia : 4% (1/23) Spain : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, September 11, 2021 Kick Off : 21:05 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,11,1,58,3,51_62_79,1,24,1,13,1,58,23 - 10
935 kg (116.88 kg),27 ans,26 ans,208 cm,France : 87% (13/15) Australia : 13% (2/15),France : 83% (19/23) Australia : 13% (3/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,929 kg (116.13 kg),29 ans,25 ans,202 cm,France : 47% (7/15) Samoa : 13% (2/15) England : 13% (2/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Italy : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) Samoa : 9% (2/23) England : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Italy : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 23 (61%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Toulon," Date :  Sunday, September 12, 2021 Kick Off : 21:05 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,43_8_31_49_25_74,1,80,1,18,1,7,4,26_44_50_76,1,80,41 - 10
898 kg (112.25 kg),27 ans,28 ans,198 cm,France : 33% (5/15) Fiji : 13% (2/15) New Zealand : 13% (2/15) Ireland : 7% (1/15) Australia : 7% (1/15) Canada : 7% (1/15) Scotland : 7% (1/15) Georgia : 7% (1/15) England : 7% (1/15),France : 43% (10/23) Fiji : 13% (3/23) Georgia : 9% (2/23) England : 9% (2/23) New Zealand : 9% (2/23) Ireland : 4% (1/23) Australia : 4% (1/23) Canada : 4% (1/23) Scotland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz,932 kg (116.50 kg),25 ans,27 ans,202 cm,France : 67% (10/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15) Australia : 7% (1/15),France : 65% (15/23) Fiji : 9% (2/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Australia : 4% (1/23) Scotland : 4% (1/23) Portugal : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Racing 92," Date :  Saturday, September 18, 2021 Kick Off : 15:00 Venue : Parc des Sports d'Aguilera Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,26,3,77_34_61,7,13_30_43_55_57_64_74,0,,1,27,2,62_77,28 - 19
948 kg (118.50 kg),28 ans,25 ans,198 cm,France : 40% (6/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Samoa : 7% (1/15) Argentina : 7% (1/15) Ireland : 7% (1/15) England : 7% (1/15),France : 39% (9/23) Fiji : 17% (4/23) Georgia : 9% (2/23) England : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive,909 kg (113.63 kg),26 ans,28 ans,202 cm,France : 60% (9/15) Australia : 13% (2/15) Fiji : 13% (2/15) Georgia : 7% (1/15) England : 7% (1/15),France : 52% (12/23) Australia : 9% (2/23) Fiji : 9% (2/23) Tonga : 9% (2/23) Georgia : 4% (1/23) England : 4% (1/23) New Zealand : 4% (1/23) Germany : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, September 18, 2021 Kick Off : 15:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,11_37_18_40,1,20,2,3_47,2,30_35,2,38_40,1,21,30 - 13
926 kg (115.75 kg),27 ans,29 ans,198 cm,France : 53% (8/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) Australia : 7% (1/15) Canada : 7% (1/15) South Africa : 7% (1/15),France : 48% (11/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Fiji : 9% (2/23) Australia : 4% (1/23) Canada : 4% (1/23) Tonga : 4% (1/23) Uruguay : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 12 / 23 (52%)  PRO NON-JIFF PLAYER : 11 / 23 (48 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,924 kg (115.50 kg),26 ans,28 ans,204 cm,France : 67% (10/15) Argentina : 7% (1/15) Georgia : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Italy : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) Georgia : 4% (1/23) Italy : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 2 / 15 (13 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Bordeaux," Date :  Saturday, September 18, 2021 Kick Off : 15:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,7_62,2,50_44,3,40_13_76,2,17_26,2,8_63,2,45_51,23 - 23
912 kg (114.00 kg),25 ans,27 ans,200 cm,France : 67% (10/15) Georgia : 13% (2/15) New Zealand : 13% (2/15) Samoa : 7% (1/15),France : 78% (18/23) Georgia : 9% (2/23) New Zealand : 9% (2/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,920 kg (115.00 kg),29 ans,26 ans,205 cm,France : 53% (8/15) Georgia : 7% (1/15) Ireland : 7% (1/15) Cook Islands : 7% (1/15) Moldova : 7% (1/15) Argentina : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) Georgia : 4% (1/23) Ireland : 4% (1/23) Cook Islands : 4% (1/23) Moldova : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) United-States : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan," Date :  Saturday, September 18, 2021 Kick Off : 15:00 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",7,6_72_49_11_28_77_80,0,,0,,1,17,6,7_12_29_73_79_80,0,,47 - 3
902 kg (112.75 kg),28 ans,26 ans,203 cm,France : 67% (10/15) United-States : 7% (1/15) England : 7% (1/15) Georgia : 7% (1/15) Italy : 7% (1/15) South Africa : 7% (1/15),France : 74% (17/23) United-States : 4% (1/23) England : 4% (1/23) Georgia : 4% (1/23) Italy : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier,938 kg (117.25 kg),27 ans,26 ans,208 cm,France : 80% (12/15) Australia : 20% (3/15),France : 78% (18/23) Australia : 13% (3/23) Samoa : 4% (1/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, September 18, 2021 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,76_66,2,1_49,1,21,1,63,1,67,2,2_50,15 - 17
924 kg (115.50 kg),27 ans,26 ans,203 cm,France : 53% (8/15) Fiji : 20% (3/15) Moldova : 7% (1/15) Samoa : 7% (1/15) Tonga : 7% (1/15) Japan : 7% (1/15),France : 61% (14/23) Fiji : 13% (3/23) Moldova : 4% (1/23) Samoa : 4% (1/23) Tonga : 4% (1/23) Japan : 4% (1/23) Australia : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont,916 kg (114.50 kg),28 ans,26 ans,199 cm,France : 60% (9/15) South Africa : 20% (3/15) New Zealand : 13% (2/15) Fiji : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) Cameroon : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Saturday, September 18, 2021 Kick Off : 21:05 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,19_43,1,79,3,3_38_79,5,8_14_36_40_50,2,20_44,1,80,23 - 22
971 kg (121.38 kg),30 ans,25 ans,202 cm,France : 47% (7/15) England : 13% (2/15) Georgia : 7% (1/15) Tonga : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15) Italy : 7% (1/15),France : 57% (13/23) England : 9% (2/23) Samoa : 9% (2/23) Georgia : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23) Italy : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 7 / 15 (47 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 13 / 23 (57%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Toulon,941 kg (117.63 kg),26 ans,25 ans,200 cm,France : 73% (11/15) South Africa : 13% (2/15) New Zealand : 7% (1/15) England : 7% (1/15),France : 70% (16/23) South Africa : 9% (2/23) New Zealand : 4% (1/23) England : 4% (1/23) Tonga : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris," Date :  Sunday, September 19, 2021 Kick Off : 21:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",5,16_28_45_48_80,1,58,1,10,0,,5,17_29_46_49_80,0,,38 - 5
961 kg (120.13 kg),29 ans,27 ans,204 cm,France : 80% (12/15) New Zealand : 13% (2/15) Italy : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) Italy : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bordeaux,913 kg (114.13 kg),26 ans,26 ans,198 cm,Fiji : 33% (5/15) Georgia : 27% (4/15) France : 20% (3/15) Ireland : 7% (1/15) South Africa : 7% (1/15) England : 7% (1/15),Georgia : 26% (6/23) France : 26% (6/23) Fiji : 22% (5/23) England : 9% (2/23) Ireland : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive," Date :  Saturday, September 25, 2021 Kick Off : 15:00 Venue : Jacques Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,59_63_43,1,18,4,5_8_11_49,1,14,1,64,1,19,29 - 10
888 kg (111.00 kg),25 ans,29 ans,200 cm,France : 67% (10/15) New Zealand : 13% (2/15) Fiji : 13% (2/15) South Africa : 7% (1/15),France : 65% (15/23) New Zealand : 9% (2/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Samoa : 4% (1/23) Cameroon : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,900 kg (112.50 kg),28 ans,28 ans,197 cm,France : 80% (12/15) Ireland : 7% (1/15) Fiji : 7% (1/15) Georgia : 7% (1/15),France : 65% (15/23) Georgia : 13% (3/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Canada : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Biarritz," Date :  Saturday, September 25, 2021 Kick Off : 15:00 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",7,75_15_23_40_8_78_28,1,46,0,,1,56,6,8_16_24_40_76_79,1,47,59 - 17
920 kg (115.00 kg),28 ans,26 ans,202 cm,France : 53% (8/15) Tonga : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15) Georgia : 7% (1/15) England : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15),France : 57% (13/23) Tonga : 9% (2/23) Australia : 9% (2/23) New Zealand : 4% (1/23) Georgia : 4% (1/23) England : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,926 kg (115.75 kg),27 ans,26 ans,202 cm,France : 80% (12/15) Fiji : 7% (1/15) Italy : 7% (1/15) South Africa : 7% (1/15),France : 78% (18/23) Fiji : 4% (1/23) Italy : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier," Date :  Saturday, September 25, 2021 Kick Off : 15:00 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,77_70,4,39_80_7_74,3,6_35_45,0,,2,71_78,1,40,23 - 22
