home_pack_weight_average,home_forwards_average_age,home_backs_average_age,home_tallest_player,home_differents_nationalities_for_starters,home_differents_nationalities_for_all_the_team,home_team,away_pack_weight_average,away_forwards_average_age,away_backs_average_age,away_tallest_player,away_differents_nationalities_for_starters,away_differents_nationalities_for_all_the_team,away_team,stadium,match_date,match_time_french,home_n_tries,home_n_conversions,home_n_pen_kicks,home_n_pen_tries,away_n_tries,away_n_conversions,away_n_pen_kicks,away_n_pen_tries,mins_of_home_tries,mins_of_home_conversions,mins_of_home_pen_kicks,mins_of_home_pen_tries,mins_of_away_tries,mins_of_away_conversions,mins_of_away_pen_kicks,mins_of_away_pen_tries,match_result
916 kg (114.50 kg),26 ans,26 ans,207 cm,Ireland : 73% (11/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) France : 4% (1/23) England : 4% (1/23),Munster,905 kg (113.13 kg),26 ans,25 ans,198 cm,Italy : 67% (10/15) England : 13% (2/15) Argentina : 13% (2/15) New Zealand : 7% (1/15),Italy : 65% (15/23) Argentina : 13% (3/23) England : 9% (2/23) New Zealand : 9% (2/23) South Africa : 4% (1/23),Zebre,Virgin Media Park,"Friday, March 1, 2024",20:35,7,5,0,0,4,3,1,0,25_5_58_79_39_33_10,11_27_34_40_59,,,18_68_74_61,19_68_75,21,,45 - 29
939 kg (117.38 kg),26 ans,26 ans,198 cm,South Africa : 93% (14/15) Zimbabwe : 7% (1/15),South Africa : 91% (21/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23),Lions,921 kg (115.13 kg),27 ans,26 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Zimbabwe : 4% (1/23),Sharks,Emirates Airline Park,"Saturday, March 2, 2024",14:00,6,5,0,0,1,1,1,0,11_5_20_63_74_68,7_12_64_69_75,,,26,26,2,,40 - 10
909 kg (113.63 kg),27 ans,27 ans,202 cm,Italy : 33% (5/15) Argentina : 20% (3/15) Tonga : 13% (2/15) South Africa : 7% (1/15) Zimbabwe : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) England : 7% (1/15),Italy : 43% (10/23) Argentina : 17% (4/23) Tonga : 9% (2/23) England : 9% (2/23) South Africa : 4% (1/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23),Benetton,912 kg (114.00 kg),25 ans,26 ans,207 cm,Scotland : 40% (6/15) Argentina : 20% (3/15) New Zealand : 20% (3/15) South Africa : 13% (2/15) England : 7% (1/15),Scotland : 48% (11/23) South Africa : 22% (5/23) Argentina : 13% (3/23) New Zealand : 13% (3/23) England : 4% (1/23),Glasgow,Stadio Comunale di Monigo,"Saturday, March 2, 2024",16:00,0,0,3,0,3,2,0,0,,,43_54_72,,8_73_35,36_74,,,9 - 19
950 kg (118.75 kg),27 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,901 kg (112.63 kg),29 ans,27 ans,201 cm,South Africa : 93% (14/15) England : 7% (1/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,Loftus Versfeld,"Saturday, March 2, 2024",17:00,4,4,4,0,3,2,1,0,1_49_75_55,2_50_57_77,10_13_19_23,,32_15_61,33_62,41,,40 - 22
906 kg (113.25 kg),25 ans,27 ans,204 cm,Ireland : 80% (12/15) New Zealand : 13% (2/15) Australia : 7% (1/15),Ireland : 87% (20/23) New Zealand : 9% (2/23) Australia : 4% (1/23),Connacht,908 kg (113.50 kg),28 ans,25 ans,198 cm,Wales : 73% (11/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 74% (17/23) England : 9% (2/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23),Scarlets,Dexcom Stadium,"Saturday, March 2, 2024",18:05,4,3,0,0,1,1,1,0,9_22_57_5,6_23_57,,,26,27,46,,26 - 10
933 kg (116.63 kg),29 ans,26 ans,196 cm,Wales : 73% (11/15) England : 13% (2/15) Tonga : 7% (1/15) South Africa : 7% (1/15),Wales : 70% (16/23) England : 17% (4/23) Tonga : 9% (2/23) South Africa : 4% (1/23),Cardiff,902 kg (112.75 kg),25 ans,25 ans,203 cm,Ireland : 93% (14/15) South Africa : 7% (1/15),Ireland : 91% (21/23) South Africa : 4% (1/23) Australia : 4% (1/23),Leinster,Cardiff Arms Park,"Saturday, March 2, 2024",20:35,3,1,1,0,5,4,0,0,34_39_74,35,11,,8_3_68_48_59,4_48_61_68,,,20 - 33
911 kg (113.88 kg),25 ans,27 ans,201 cm,Ireland : 80% (12/15) England : 13% (2/15) South Africa : 7% (1/15),Ireland : 78% (18/23) England : 17% (4/23) South Africa : 4% (1/23),Ulster,889 kg (111.13 kg),27 ans,24 ans,196 cm,Wales : 73% (11/15) England : 20% (3/15) Argentina : 7% (1/15),Wales : 74% (17/23) England : 13% (3/23) Argentina : 9% (2/23) New Zealand : 4% (1/23),Dragons,Kingspan Stadium,"Saturday, March 2, 2024",20:35,7,7,0,0,4,2,0,1,29_58_76_73_17_32_4,5_19_30_34_60_74_77,,,11_52_68_79,12_68,,79,49 - 26
924 kg (115.50 kg),25 ans,27 ans,207 cm,Scotland : 47% (7/15) South Africa : 13% (2/15) Argentina : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15) Australia : 7% (1/15),Scotland : 48% (11/23) South Africa : 26% (6/23) Argentina : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23) Australia : 4% (1/23),Glasgow,935 kg (116.88 kg),25 ans,26 ans,198 cm,Wales : 73% (11/15) England : 20% (3/15) South Africa : 7% (1/15),Wales : 74% (17/23) England : 17% (4/23) South Africa : 4% (1/23) Tonga : 4% (1/23),Cardiff,Scotstoun Stadium,"Friday, March 22, 2024",20:35,2,2,1,0,1,1,2,0,51_42,44_52,67,,31,32,3_26,,17 - 13
893 kg (111.63 kg),29 ans,25 ans,197 cm,Wales : 80% (12/15) South Africa : 20% (3/15),Wales : 78% (18/23) South Africa : 13% (3/23) Scotland : 4% (1/23) Australia : 4% (1/23),Ospreys,908 kg (113.50 kg),27 ans,26 ans,207 cm,Ireland : 73% (11/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) France : 4% (1/23) England : 4% (1/23),Munster,Swansea.com Stadium,"Friday, March 22, 2024",20:35,3,1,0,0,4,2,1,0,53_33_73,54,,,57_3_5_16,4_18,63,,17 - 27
938 kg (117.25 kg),27 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Sharks,918 kg (114.75 kg),27 ans,27 ans,199 cm,Ireland : 73% (11/15) England : 20% (3/15) South Africa : 7% (1/15),Ireland : 78% (18/23) England : 17% (4/23) South Africa : 4% (1/23),Ulster,Hollywoodbets Kings Park,"Saturday, March 23, 2024",14:00,3,2,1,0,2,1,0,0,64_26_45,28_46,53,,56_18,19,,,22 - 12
895 kg (111.88 kg),27 ans,26 ans,198 cm,Wales : 60% (9/15) England : 20% (3/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15),Wales : 70% (16/23) England : 13% (3/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23),Scarlets,910 kg (113.75 kg),28 ans,25 ans,201 cm,Italy : 40% (6/15) Tonga : 13% (2/15) England : 13% (2/15) Zimbabwe : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15),Italy : 48% (11/23) Argentina : 17% (4/23) Tonga : 9% (2/23) England : 9% (2/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23),Benetton,Parc y Scarlets,"Saturday, March 23, 2024",16:00,1,1,3,0,1,1,2,0,83,86,2_51_55,,11,13,4_19,,16 - 13
933 kg (116.63 kg),28 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,919 kg (114.88 kg),30 ans,26 ans,197 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) England : 20% (3/15) Fiji : 7% (1/15) Ireland : 7% (1/15),Scotland : 43% (10/23) England : 26% (6/23) South Africa : 17% (4/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Edinburgh,DHL Stadium,"Saturday, March 23, 2024",16:05,7,4,0,0,3,3,0,0,58_69_34_40_9_17_48,10_19_71_41,,,37_13_65,14_38_66,,,43 - 21
879 kg (109.88 kg),27 ans,26 ans,201 cm,Ireland : 87% (13/15) England : 7% (1/15) Australia : 7% (1/15),Ireland : 87% (20/23) England : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23),Connacht,935 kg (116.88 kg),27 ans,25 ans,202 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Zimbabwe : 4% (1/23),Lions,Dexcom Stadium,"Saturday, March 23, 2024",18:15,2,2,0,0,6,4,0,0,16_55,16_55,,,25_6_69_48_62_78,7_49_63_79,,,14 - 38
909 kg (113.63 kg),28 ans,25 ans,198 cm,Wales : 87% (13/15) England : 13% (2/15),Wales : 87% (20/23) England : 9% (2/23) Argentina : 4% (1/23),Dragons,966 kg (120.75 kg),26 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,Rodney Parade,"Saturday, March 23, 2024",20:35,1,1,1,0,4,4,1,0,78,79,20,,44_27_81_75,29_45_76_82,16,,10 - 31
926 kg (115.75 kg),27 ans,25 ans,198 cm,Italy : 60% (9/15) Argentina : 20% (3/15) England : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15),Italy : 70% (16/23) Argentina : 13% (3/23) New Zealand : 9% (2/23) England : 4% (1/23) Tonga : 4% (1/23),Zebre,896 kg (112.00 kg),26 ans,24 ans,200 cm,Ireland : 100% (15/15),Ireland : 96% (22/23) Australia : 4% (1/23),Leinster,Stadio Sergio Lanfranchi,"Saturday, March 23, 2024",20:35,1,1,0,0,5,3,0,0,24,25,,,49_44_29_3_76,4_30_50,,,7 - 31
906 kg (113.25 kg),27 ans,27 ans,198 cm,Wales : 93% (14/15) England : 7% (1/15),Wales : 87% (20/23) England : 4% (1/23) New Zealand : 4% (1/23) Moldova : 4% (1/23),Dragons,900 kg (112.50 kg),26 ans,26 ans,202 cm,Italy : 67% (10/15) Argentina : 13% (2/15) England : 7% (1/15) Tonga : 7% (1/15) South Africa : 7% (1/15),Italy : 65% (15/23) Argentina : 13% (3/23) England : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Zebre,Rodney Parade,"Friday, March 29, 2024",20:35,3,1,1,0,1,1,2,0,42_23_17,43,40,,74,74,32_38,,20 - 13
919 kg (114.88 kg),29 ans,27 ans,198 cm,Ireland : 87% (13/15) Australia : 7% (1/15) New Zealand : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Leinster,955 kg (119.38 kg),28 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,RDS Arena,"Friday, March 29, 2024",20:35,7,6,0,0,1,0,3,0,28_18_67_44_63_46_74,19_45_48_65_69_75,,,34,,8_14_39,,47 - 14
893 kg (111.63 kg),26 ans,26 ans,201 cm,Italy : 47% (7/15) Argentina : 20% (3/15) Zimbabwe : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 48% (11/23) Argentina : 22% (5/23) England : 9% (2/23) Zimbabwe : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Tonga : 4% (1/23),Benetton,902 kg (112.75 kg),27 ans,26 ans,201 cm,Ireland : 87% (13/15) England : 7% (1/15) New Zealand : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) England : 4% (1/23) South Africa : 4% (1/23),Connacht,Stadio Comunale di Monigo,"Saturday, March 30, 2024",14:00,2,1,2,0,2,2,0,0,79_6,7,15_67,,32_73,33_74,,,18 - 14
921 kg (115.13 kg),27 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Sharks,919 kg (114.88 kg),29 ans,26 ans,197 cm,Scotland : 33% (5/15) South Africa : 27% (4/15) England : 20% (3/15) Canada : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),Scotland : 39% (9/23) South Africa : 22% (5/23) England : 22% (5/23) Canada : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Edinburgh,Hollywoodbets Kings Park,"Saturday, March 30, 2024",14:00,3,1,2,0,1,1,2,0,76_48_20,22,60_67,,80,81,37_56,,23 - 13
910 kg (113.75 kg),29 ans,25 ans,203 cm,Wales : 80% (12/15) South Africa : 13% (2/15) Australia : 7% (1/15),Wales : 83% (19/23) South Africa : 9% (2/23) Australia : 4% (1/23) England : 4% (1/23),Ospreys,897 kg (112.13 kg),27 ans,26 ans,202 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 91% (21/23) Congo : 4% (1/23) Zimbabwe : 4% (1/23),Lions,Swansea.com Stadium,"Saturday, March 30, 2024",16:05,5,4,1,0,3,3,0,0,16_4_49_57_79,17_50_58_80,41,,37_74_66,38_66_74,,,36 - 21
917 kg (114.63 kg),29 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,918 kg (114.75 kg),28 ans,26 ans,199 cm,Ireland : 80% (12/15) South Africa : 13% (2/15) England : 7% (1/15),Ireland : 87% (20/23) South Africa : 9% (2/23) England : 4% (1/23),Ulster,DHL Stadium,"Saturday, March 30, 2024",18:15,1,1,2,0,1,1,0,0,73,74,54_81,,7,8,,,13 - 7
906 kg (113.25 kg),30 ans,27 ans,206 cm,Ireland : 80% (12/15) New Zealand : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) France : 4% (1/23) England : 4% (1/23),Munster,903 kg (112.88 kg),25 ans,25 ans,203 cm,Wales : 87% (13/15) England : 7% (1/15) South Africa : 7% (1/15),Wales : 87% (20/23) England : 9% (2/23) South Africa : 4% (1/23),Cardiff,Thomond Park,"Saturday, March 30, 2024",20:35,2,2,2,0,2,1,1,0,48_63,49_64,37_74,,54_59,55,78,,20 - 15
901 kg (112.63 kg),28 ans,26 ans,198 cm,Wales : 73% (11/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Tonga : 7% (1/15),Wales : 78% (18/23) England : 9% (2/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23),Scarlets,925 kg (115.63 kg),26 ans,27 ans,201 cm,Scotland : 67% (10/15) South Africa : 13% (2/15) New Zealand : 13% (2/15) Argentina : 7% (1/15),Scotland : 57% (13/23) South Africa : 17% (4/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) England : 4% (1/23),Glasgow,Parc y Scarlets,"Saturday, March 30, 2024",20:35,0,0,1,0,7,4,0,1,,,16,,25_40_6_68_81_62_52,7_26_41_63,,52,3 - 45
923 kg (115.38 kg),27 ans,26 ans,201 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) Australia : 13% (2/15) England : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15),Scotland : 48% (11/23) South Africa : 22% (5/23) Australia : 9% (2/23) New Zealand : 9% (2/23) Argentina : 9% (2/23) England : 4% (1/23),Glasgow,915 kg (114.38 kg),25 ans,27 ans,203 cm,South Africa : 93% (14/15) Zimbabwe : 7% (1/15),South Africa : 91% (21/23) Zimbabwe : 4% (1/23) Congo : 4% (1/23),Sharks,Scotstoun Stadium,"Friday, April 19, 2024",20:35,3,3,0,0,2,0,0,0,29_11_42,11_30_44,,,52_36,,,,21 - 10
907 kg (113.38 kg),26 ans,27 ans,197 cm,Ireland : 87% (13/15) Zimbabwe : 7% (1/15) England : 7% (1/15),Ireland : 87% (20/23) England : 9% (2/23) Zimbabwe : 4% (1/23),Ulster,898 kg (112.25 kg),27 ans,25 ans,198 cm,Wales : 80% (12/15) England : 7% (1/15) Tonga : 7% (1/15) South Africa : 7% (1/15),Wales : 78% (18/23) England : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23),Cardiff,Kingspan Stadium,"Friday, April 19, 2024",20:35,1,1,4,0,2,2,1,0,58,59,27_35_65_79,,11_42,12_43,70,,19 - 17
865 kg (108.13 kg),27 ans,26 ans,200 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,910 kg (113.75 kg),27 ans,25 ans,203 cm,Ireland : 87% (13/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23),Leinster,Emirates Airline Park,"Saturday, April 20, 2024",15:00,6,4,2,0,2,1,0,0,56_75_80_0_10_13,1_14_77_81,6_48,,52_62,53,,,44 - 12
887 kg (110.88 kg),26 ans,27 ans,200 cm,Italy : 53% (8/15) New Zealand : 13% (2/15) Argentina : 13% (2/15) England : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),Italy : 48% (11/23) Argentina : 17% (4/23) South Africa : 13% (3/23) New Zealand : 9% (2/23) England : 9% (2/23) Fiji : 4% (1/23),Benetton,903 kg (112.88 kg),27 ans,26 ans,198 cm,Wales : 80% (12/15) Argentina : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15),Wales : 78% (18/23) New Zealand : 9% (2/23) Argentina : 4% (1/23) England : 4% (1/23) Moldova : 4% (1/23),Dragons,Stadio Comunale di Monigo,"Saturday, April 20, 2024",15:00,6,3,0,0,3,2,0,0,30_74_35_44_7_70,7_36_75,,,52_42_77,77_42,,,36 - 19
945 kg (118.13 kg),24 ans,27 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,920 kg (115.00 kg),31 ans,27 ans,207 cm,Ireland : 80% (12/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) France : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) France : 4% (1/23),Munster,Loftus Versfeld,"Saturday, April 20, 2024",17:05,3,2,1,0,4,2,1,0,49_25_44,26_50,29,,36_73_18_57,20_37,41,,22 - 27
925 kg (115.63 kg),28 ans,27 ans,201 cm,South Africa : 93% (14/15) England : 7% (1/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,897 kg (112.13 kg),27 ans,25 ans,199 cm,Wales : 87% (13/15) South Africa : 7% (1/15) England : 7% (1/15),Wales : 78% (18/23) South Africa : 13% (3/23) England : 4% (1/23) Australia : 4% (1/23),Ospreys,DHL Stadium,"Saturday, April 20, 2024",19:15,3,2,0,1,4,2,1,0,43_13_83,14_45,,83,25_63_8_39,41_64,79,,21 - 27
893 kg (111.63 kg),27 ans,27 ans,201 cm,Ireland : 67% (10/15) Australia : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15),Ireland : 74% (17/23) New Zealand : 13% (3/23) Australia : 9% (2/23) England : 4% (1/23),Connacht,917 kg (114.63 kg),26 ans,24 ans,202 cm,Italy : 60% (9/15) Argentina : 27% (4/15) Tonga : 7% (1/15) New Zealand : 7% (1/15),Italy : 65% (15/23) Argentina : 22% (5/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23),Zebre,Dexcom Stadium,"Saturday, April 20, 2024",20:35,8,6,0,1,2,0,1,0,35_52_15_23_73_68_46_76,16_24_36_47_69_74,,76,20_64,,30,,54 - 16
939 kg (117.38 kg),29 ans,28 ans,198 cm,Scotland : 47% (7/15) South Africa : 20% (3/15) England : 13% (2/15) Wales : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),Scotland : 43% (10/23) South Africa : 22% (5/23) England : 17% (4/23) Wales : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Canada : 4% (1/23),Edinburgh,920 kg (115.00 kg),27 ans,25 ans,198 cm,Wales : 67% (10/15) New Zealand : 13% (2/15) Scotland : 7% (1/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 74% (17/23) New Zealand : 9% (2/23) England : 9% (2/23) Scotland : 4% (1/23) Tonga : 4% (1/23),Scarlets,Hive Stadium,"Saturday, April 20, 2024",20:35,6,5,1,0,2,1,2,0,75_43_71_60_17_66,18_44_61_67_72,53,,27_4,5,21_56,,43 - 18
897 kg (112.13 kg),25 ans,29 ans,197 cm,Ireland : 80% (12/15) England : 13% (2/15) Zimbabwe : 7% (1/15),Ireland : 87% (20/23) England : 9% (2/23) Zimbabwe : 4% (1/23),Ulster,886 kg (110.75 kg),26 ans,25 ans,200 cm,Italy : 60% (9/15) Argentina : 13% (2/15) England : 13% (2/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),Italy : 65% (15/23) Argentina : 13% (3/23) New Zealand : 9% (2/23) England : 9% (2/23) South Africa : 4% (1/23),Benetton,Kingspan Stadium,"Friday, April 26, 2024",20:35,5,5,1,0,5,3,1,0,15_32_39_49_66,16_33_40_51_67,73,,80_5_46_62_56,57_64_81,24,,38 - 34
913 kg (114.13 kg),27 ans,25 ans,200 cm,Wales : 73% (11/15) New Zealand : 13% (2/15) Tonga : 7% (1/15) England : 7% (1/15),Wales : 78% (18/23) New Zealand : 9% (2/23) England : 9% (2/23) Tonga : 4% (1/23),Scarlets,915 kg (114.38 kg),27 ans,27 ans,203 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Sharks,Parc y Scarlets,"Friday, April 26, 2024",20:35,3,3,2,0,4,3,2,0,51_18_76,19_52_76,2_10,,37_4_55_73,6_39_57,13_45,,27 - 32
909 kg (113.63 kg),25 ans,25 ans,203 cm,Italy : 60% (9/15) Argentina : 20% (3/15) South Africa : 13% (2/15) New Zealand : 7% (1/15),Italy : 52% (12/23) Argentina : 17% (4/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23) Serbia : 4% (1/23) Tonga : 4% (1/23),Zebre,922 kg (115.25 kg),27 ans,26 ans,201 cm,Scotland : 47% (7/15) South Africa : 27% (4/15) New Zealand : 13% (2/15) Argentina : 7% (1/15) Australia : 7% (1/15),Scotland : 57% (13/23) South Africa : 22% (5/23) New Zealand : 13% (3/23) Argentina : 4% (1/23) Australia : 4% (1/23),Glasgow,Stadio Sergio Lanfranchi,"Saturday, April 27, 2024",14:00,0,0,3,0,6,5,0,0,,,6_25_43,,31_41_74_50_66_77,32_42_51_76_79,,,9 - 40
929 kg (116.13 kg),26 ans,28 ans,199 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,906 kg (113.25 kg),27 ans,26 ans,203 cm,Wales : 87% (13/15) Australia : 7% (1/15) England : 7% (1/15),Wales : 87% (20/23) Australia : 4% (1/23) England : 4% (1/23) South Africa : 4% (1/23),Ospreys,Loftus Versfeld,"Saturday, April 27, 2024",15:00,9,7,0,1,3,3,1,0,7_44_29_54_21_38_41_76_60,8_22_39_43_46_55_77,,60,26_67_48,27_49_68,34,,61 - 24
910 kg (113.75 kg),25 ans,26 ans,198 cm,Wales : 80% (12/15) England : 7% (1/15) Argentina : 7% (1/15) South Africa : 7% (1/15),Wales : 83% (19/23) England : 9% (2/23) Argentina : 4% (1/23) South Africa : 4% (1/23),Cardiff,910 kg (113.75 kg),30 ans,28 ans,198 cm,South Africa : 27% (4/15) England : 27% (4/15) Scotland : 27% (4/15) Canada : 7% (1/15) Ireland : 7% (1/15) Argentina : 7% (1/15),Scotland : 30% (7/23) England : 26% (6/23) South Africa : 22% (5/23) Canada : 4% (1/23) Ireland : 4% (1/23) Argentina : 4% (1/23) Wales : 4% (1/23) Fiji : 4% (1/23),Edinburgh,Cardiff Arms Park,"Saturday, April 27, 2024",16:05,1,1,0,0,3,3,1,0,43,44,,,26_61_75,27_62_76,71,,7 - 24
867 kg (108.38 kg),28 ans,25 ans,200 cm,South Africa : 93% (14/15) Congo : 7% (1/15),South Africa : 96% (22/23) Congo : 4% (1/23),Lions,920 kg (115.00 kg),31 ans,27 ans,207 cm,Ireland : 87% (13/15) South Africa : 7% (1/15) France : 7% (1/15),Ireland : 83% (19/23) South Africa : 4% (1/23) France : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23),Munster,Emirates Airline Park,"Saturday, April 27, 2024",17:00,1,1,2,0,4,1,3,1,61,62,27_37,,33_47_78_42,35,4_8_19,42,13 - 33
917 kg (114.63 kg),28 ans,27 ans,200 cm,South Africa : 93% (14/15) England : 7% (1/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,927 kg (115.88 kg),27 ans,23 ans,203 cm,Ireland : 80% (12/15) Australia : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15),Ireland : 87% (20/23) Australia : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),Leinster,DHL Stadium,"Saturday, April 27, 2024",19:05,5,4,3,0,2,1,0,0,43_41_3_78_69,5_42_45_70,18_30_38,,50_52,51,,,42 - 12
916 kg (114.50 kg),27 ans,25 ans,198 cm,Wales : 93% (14/15) England : 7% (1/15),Wales : 91% (21/23) England : 4% (1/23) Argentina : 4% (1/23),Dragons,902 kg (112.75 kg),29 ans,28 ans,204 cm,Ireland : 67% (10/15) Australia : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15),Ireland : 74% (17/23) New Zealand : 13% (3/23) Australia : 9% (2/23) England : 4% (1/23),Connacht,Rodney Parade,"Saturday, April 27, 2024",21:00,3,3,2,0,5,3,1,0,42_5_53,6_43_55,49_62,,44_19_2_25_70,3_20_71,58,,27 - 34
918 kg (114.75 kg),28 ans,26 ans,198 cm,Wales : 87% (13/15) England : 7% (1/15) South Africa : 7% (1/15),Wales : 78% (18/23) England : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Moldova : 4% (1/23) New Zealand : 4% (1/23),Dragons,937 kg (117.13 kg),28 ans,27 ans,200 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Stormers,Rodney Parade,"Friday, May 10, 2024",20:35,2,1,3,0,5,5,3,0,13_59,60,7_26_49,,72_34_65_75_79,35_67_74_76_81,31_46_57,,21 - 44
923 kg (115.38 kg),31 ans,28 ans,198 cm,South Africa : 27% (4/15) England : 27% (4/15) Scotland : 27% (4/15) Canada : 7% (1/15) Fiji : 7% (1/15) Ireland : 7% (1/15),Scotland : 35% (8/23) England : 26% (6/23) South Africa : 22% (5/23) Canada : 4% (1/23) Fiji : 4% (1/23) Ireland : 4% (1/23) Wales : 4% (1/23),Edinburgh,922 kg (115.25 kg),25 ans,25 ans,202 cm,Italy : 67% (10/15) Argentina : 20% (3/15) New Zealand : 7% (1/15) Tonga : 7% (1/15),Italy : 65% (15/23) Argentina : 22% (5/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) England : 4% (1/23),Zebre,Hive Stadium,"Friday, May 10, 2024",20:35,6,5,0,0,2,2,0,0,16_30_37_81_76_65,32_37_65_77_82,,,56_23,23_57,,,40 - 14
