Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
942 kg (117.75 kg),26 ans,25 ans,200 cm,France : 67% (10/15) Australia : 7% (1/15) Georgia : 7% (1/15) South Africa : 7% (1/15) Germany : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) South Africa : 13% (3/23) Australia : 4% (1/23) Georgia : 4% (1/23) Germany : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris,934 kg (116.75 kg),28 ans,28 ans,205 cm,France : 53% (8/15) South Africa : 13% (2/15) Argentina : 7% (1/15) Uruguay : 7% (1/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Uruguay : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Namibia : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, September 17, 2022 Kick Off : 17:00 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,79,1,4,4,11_40_53_72,3,14_59_74,1,80,1,6,26 - 16
877 kg (109.63 kg),28 ans,25 ans,196 cm,France : 67% (10/15) Portugal : 7% (1/15) South Africa : 7% (1/15) Scotland : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Fiji : 9% (2/23) Portugal : 4% (1/23) South Africa : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Namibia : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92,924 kg (115.50 kg),27 ans,28 ans,200 cm,France : 47% (7/15) New Zealand : 20% (3/15) Georgia : 13% (2/15) England : 7% (1/15) Samoa : 7% (1/15) Australia : 7% (1/15),France : 61% (14/23) New Zealand : 13% (3/23) Georgia : 9% (2/23) England : 4% (1/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 8 / 15 (53 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon," Date :  Saturday, September 17, 2022 Kick Off : 17:00 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,25_8_19,3,31_12_59,5,30_37_42_64_70,0,,1,26,2,13_33,32 - 19
961 kg (120.13 kg),27 ans,26 ans,203 cm,France : 67% (10/15) New Zealand : 13% (2/15) England : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) England : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle,917 kg (114.63 kg),27 ans,24 ans,205 cm,France : 67% (10/15) Fiji : 13% (2/15) Moldova : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Fiji : 9% (2/23) Moldova : 4% (1/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Samoa : 4% (1/23) Argentina : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan," Date :  Saturday, September 17, 2022 Kick Off : 17:00 Venue : Stade Marcel Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,31_80_3_21_38_75,1,58,0,,1,40,4,4_32_39_76,0,,43 - 8
937 kg (117.13 kg),27 ans,26 ans,203 cm,France : 33% (5/15) Ireland : 13% (2/15) Tonga : 7% (1/15) Samoa : 7% (1/15) Italy : 7% (1/15) Netherlands : 7% (1/15) New Zealand : 7% (1/15) Georgia : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15),France : 43% (10/23) Georgia : 9% (2/23) Ireland : 9% (2/23) South Africa : 9% (2/23) Tonga : 4% (1/23) Samoa : 4% (1/23) Italy : 4% (1/23) Netherlands : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Germany : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive,919 kg (114.88 kg),26 ans,25 ans,203 cm,France : 60% (9/15) England : 13% (2/15) New Zealand : 7% (1/15) Canada : 7% (1/15) South Africa : 7% (1/15) Georgia : 7% (1/15),France : 65% (15/23) England : 9% (2/23) New Zealand : 4% (1/23) Canada : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23) United-States : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier," Date :  Saturday, September 17, 2022 Kick Off : 17:00 Venue : Stadium Municipal Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,19_12,3,71_63_7,4,32_40_44_67,4,3_23_28_40,2,14_20,2,64_72,26 - 31
926 kg (115.75 kg),25 ans,26 ans,205 cm,France : 60% (9/15) Georgia : 13% (2/15) Australia : 13% (2/15) England : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) Georgia : 9% (2/23) Australia : 9% (2/23) Fiji : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau,948 kg (118.50 kg),26 ans,27 ans,203 cm,France : 80% (12/15) Ireland : 7% (1/15) Australia : 7% (1/15) Samoa : 7% (1/15),France : 74% (17/23) Australia : 9% (2/23) Ireland : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 14 / 15 (93 %)  PRO NON-JIFF PLAYER : 1 / 15 (7 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, September 17, 2022 Kick Off : 21:05 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,37_57,1,47,4,18_23_34_41,3,21_29_11,2,58_58,1,48,26 - 16
950 kg (118.75 kg),29 ans,27 ans,203 cm,France : 60% (9/15) Georgia : 7% (1/15) Tonga : 7% (1/15) Samoa : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Georgia : 4% (1/23) Tonga : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Cameroon : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon,889 kg (111.13 kg),27 ans,26 ans,200 cm,France : 67% (10/15) Moldova : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) Tonga : 7% (1/15) Australia : 7% (1/15),France : 70% (16/23) Australia : 9% (2/23) Moldova : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 2 / 23 (9 %),Clermont," Date :  Sunday, September 18, 2022 Kick Off : 21:05 Venue : Stade Mayol Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,35_41_40,3,73_50_21,3,9_17_55,1,3,3,37_40_43,2,51_74,30 - 29
900 kg (112.50 kg),32 ans,29 ans,202 cm,France : 47% (7/15) Samoa : 20% (3/15) Tonga : 7% (1/15) South Africa : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15) Fiji : 7% (1/15),France : 48% (11/23) Samoa : 13% (3/23) Australia : 9% (2/23) Tonga : 4% (1/23) South Africa : 4% (1/23) New Zealand : 4% (1/23) Fiji : 4% (1/23) Georgia : 4% (1/23) Cook Islands : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,951 kg (118.88 kg),31 ans,27 ans,203 cm,France : 73% (11/15) Cameroon : 7% (1/15) England : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),France : 70% (16/23) Cameroon : 4% (1/23) England : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23) Samoa : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Saturday, September 24, 2022 Kick Off : 15:00 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1,18,1,79,4,6_31_40_48,2,38_3,1,19,1,79,19 - 13
938 kg (117.25 kg),26 ans,25 ans,200 cm,France : 73% (11/15) South Africa : 7% (1/15) Canada : 7% (1/15) Fiji : 7% (1/15) Italy : 7% (1/15),France : 65% (15/23) South Africa : 4% (1/23) Canada : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23) Georgia : 4% (1/23) United-States : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Montpellier,924 kg (115.50 kg),28 ans,25 ans,202 cm,France : 67% (10/15) Australia : 13% (2/15) Tonga : 7% (1/15) New Zealand : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) Tonga : 9% (2/23) Australia : 9% (2/23) Fiji : 9% (2/23) New Zealand : 4% (1/23) Georgia : 4% (1/23) England : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, September 24, 2022 Kick Off : 17:00 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,56_17_40_66_23_80,2,37_79,1,4,1,27,5,18_24_40_56_67,2,38_79,43 - 17
921 kg (115.13 kg),27 ans,26 ans,200 cm,France : 53% (8/15) New Zealand : 13% (2/15) Georgia : 13% (2/15) England : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) New Zealand : 9% (2/23) Georgia : 9% (2/23) Fiji : 9% (2/23) England : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Lyon,930 kg (116.25 kg),27 ans,25 ans,200 cm,France : 60% (9/15) South Africa : 20% (3/15) Germany : 7% (1/15) England : 7% (1/15) Australia : 7% (1/15),France : 65% (15/23) South Africa : 13% (3/23) Australia : 9% (2/23) Germany : 4% (1/23) England : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 20 / 23 (87%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris," Date :  Saturday, September 24, 2022 Kick Off : 17:00 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3,20_2_79,2,32_80,4,15_39_57_7,5,16_24_45_68_77,3,79_3_21,1,33,33 - 27
913 kg (114.13 kg),27 ans,26 ans,200 cm,France : 53% (8/15) Fiji : 27% (4/15) Australia : 13% (2/15) Spain : 7% (1/15),France : 61% (14/23) Fiji : 22% (5/23) Australia : 9% (2/23) Spain : 4% (1/23) Uruguay : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,925 kg (115.63 kg),25 ans,25 ans,204 cm,France : 60% (9/15) Tonga : 7% (1/15) South Africa : 7% (1/15) Germany : 7% (1/15) Argentina : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Germany : 4% (1/23) Argentina : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Italy : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Brive," Date :  Saturday, September 24, 2022 Kick Off : 17:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,0,,4,2_8_29_55,2,10_43,0,,0,,12 - 6
925 kg (115.63 kg),28 ans,29 ans,205 cm,France : 73% (11/15) Argentina : 7% (1/15) Uruguay : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) South Africa : 9% (2/23) Argentina : 4% (1/23) Uruguay : 4% (1/23) Fiji : 4% (1/23) Namibia : 4% (1/23) Georgia : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne,961 kg (120.13 kg),28 ans,28 ans,202 cm,France : 73% (11/15) New Zealand : 13% (2/15) Australia : 7% (1/15) Italy : 7% (1/15),France : 70% (16/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bordeaux," Date :  Saturday, September 24, 2022 Kick Off : 17:00 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,41_44,2,56_15,2,11_37,1,74,2,42_45,1,16,20 - 15
959 kg (119.88 kg),27 ans,26 ans,203 cm,France : 73% (11/15) New Zealand : 7% (1/15) Ireland : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),France : 74% (17/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) United-States : 4% (1/23) Samoa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse,882 kg (110.25 kg),27 ans,26 ans,202 cm,France : 67% (10/15) Fiji : 13% (2/15) Portugal : 7% (1/15) Scotland : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Fiji : 17% (4/23) Portugal : 4% (1/23) Scotland : 4% (1/23) New Zealand : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 3 / 23 (13 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92," Date :  Saturday, September 24, 2022 Kick Off : 21:05 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4,23_31_74_65,1,39,3,3_46_63,1,41,4,24_32_66_75,1,40,37 - 10
889 kg (111.13 kg),27 ans,27 ans,200 cm,France : 67% (10/15) Moldova : 7% (1/15) Samoa : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),France : 74% (17/23) Moldova : 4% (1/23) Samoa : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,959 kg (119.88 kg),28 ans,27 ans,203 cm,France : 80% (12/15) New Zealand : 13% (2/15) Australia : 7% (1/15),France : 78% (18/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Ireland : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 19 / 23 (83%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),La Rochelle," Date :  Sunday, September 25, 2022 Kick Off : 21:05 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2,3_33,1,61,4,54_73_77_79,2,15_57,0,,1,62,22 - 13
946 kg (118.25 kg),28 ans,26 ans,202 cm,France : 73% (11/15) New Zealand : 13% (2/15) Australia : 7% (1/15) Italy : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) Australia : 4% (1/23) Italy : 4% (1/23) Georgia : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Bordeaux,909 kg (113.63 kg),26 ans,25 ans,199 cm,France : 80% (12/15) Fiji : 13% (2/15) South Africa : 7% (1/15),France : 61% (14/23) South Africa : 17% (4/23) Fiji : 9% (2/23) Georgia : 9% (2/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 4 / 23 (17 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Paris," Date :  Saturday, October 1, 2022 Kick Off : 15:00 Venue : Jacques Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",0,,0,,5,14_36_46_53_68,1,25,0,,1,80,15 - 10
897 kg (112.13 kg),26 ans,26 ans,200 cm,France : 67% (10/15) Moldova : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Spain : 7% (1/15) Australia : 7% (1/15),France : 74% (17/23) Moldova : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Spain : 4% (1/23) Australia : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 13 / 15 (87 %)  PRO NON-JIFF PLAYER : 2 / 15 (13 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 20 / 23 (87%)  PRO NON-JIFF PLAYER : 2 / 23 (9 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Clermont,913 kg (114.13 kg),27 ans,27 ans,200 cm,France : 60% (9/15) Fiji : 20% (3/15) New Zealand : 13% (2/15) South Africa : 7% (1/15),France : 61% (14/23) Fiji : 17% (4/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Georgia : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon," Date :  Saturday, October 1, 2022 Kick Off : 17:00 Venue : Parc des Sports Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6,14_27_37_50_54_72,3,60_34_75,1,22,1,19,5,15_28_38_55_73,1,75,43 - 20
